surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
cial	cial	ci	ci-al	say-must	V	37	01030016	01030016|05023004|10010006|11010019|11010020	0	auto
ngana	ngana	nga	nga-na	endure-NMLZ	V	37	01030017	01030017|03019025|04033038|06019024|10003004	0	auto
mipil	mipil	mipil	mipil	wise.person	N	37	01041008	01041008|01041033|02018025|11002009|14002012	0	auto
hoihpen	hoihpen	hoih	hoih-pen	good-TOP	V	37	01045018	01045018|01047011|02030023|09015009|12010003	0	auto
lo-ah	lo-ah	lo	lo-ah	NEG-LOC	FUNC	37	01047024	01047024|01049020|02022005|02022005|04021022	0	auto
kimlai	kimlai	kim	kim-lai	fully-middle	N	37	02023006	02023006|12018024|18004007|18008012|18016012	0	auto
kiciamteh	kiciamteh	ciam	ki-ciam-teh	circumcision	V	37	03007018	03007018|04001016|04018027|04018030|05028061	0	auto
ngahkik	ngahkik	ngah	ngah-kik	get-ITER	V	37	03025013	03025013|03025027|03025028|03025028|03025041	0	auto
leimong	leimong	leimong	leimong	end	N	37	05013005	05013005|05028048|05028064|05033017|09002010	0	auto
teelsa	teelsa	teel	teel-sa	choose-PERF	V	37	09008018	09008018|09010024|09012013|11003008|11008044	0	auto
Asa	asa	Asa	Asa	ASA	PROP	37	11015008	11015008|11015009|11015011|11015013|11015016	0	auto
bawlsiatna	bawlsiatna	bawl	bawl-siat-na	complete.destruction	V	37	19074019	19074019|20014031|20020022|23019020|24022003	0	auto
James	james	James	James	JAMES	PROP	37	40004021	40004021|40010002|40010003|40013055|40017001	0	auto
lakkhiat	lakkhiat	lakkhiat	lakkhiat	snatch	V	36	01002022	01002022|02008008|02010017|03003004|03003010	0	auto
pelh	pelh	pelh	pelh	escape	UNK	36	01007007	01007007|01024027|05017018|06001007|09019010	0	auto
khuh	khuh	khuh	khuh	cover	V	36	01009023	01009023|02026007|02026013|02034035|02036014	0	auto
manawhin	manawhin	manawh	manawh-in	direct.toward-CVB	V	36	01010019	01010019|01012009|02013018|05001040|05002001	0	auto
bangci-in	bangci-in	bangci	bangci-in	how.ERG	FUNC	36	01026009	01026009|01039009|02006012|02006030|05032030	0	auto
satin	satin	sat	sat-in	strike-CVB	V	36	01026017	01026017|01030037|02014009|02021012|02021020	0	auto
kep	kep	kep	kep	clutch	V	36	01027015	01027015|01028020|01030029|01030035|01039009	0	auto
ngimna	ngimna	ngim	ngim-na	think-NMLZ	N	36	01027042	01027042|02010010|09014004|13028009|15004005	0	auto
Asher	asher	Asher	Asher	ASHER	PROP	36	01030013	01030013|01035026|02001004|04001013|04001016	0	auto
honte	honte	hon	hon-te	flock-PL	V	36	01030040	01030040|01032019|01033008|01047018|01050008	0	auto
nidang	nidang	ni	ni-dang	day-other	N	36	01031002	01031002|01031005|04024014|06010014|08004007	0	auto
kial	kial	kial	kial	hunger	N	36	01041055	01041055|01042005|03026029|09002005|16005003	0	auto
tuaci	tuaci	tuaci	tuaci	man	N	36	01043011	01043011|09025025|10016010|12004027|12007007	0	auto
khuk	khuk	khuk	khuk	pool	UNK	36	01048012	01048012|02035025|02035026|09014033|18003012	0	auto
nga-in	nga-in	ngai	ngai-in	listen.I-ERG	V	36	01048012	01048012|03003002|03003008|03003013|03004024	0	auto
kiphasak	kiphasak	pha	ki-pha-sak	REFL-branch-CAUS	V	36	01049003	01049003|11020011|14032025|18040011|19022029	0	auto
nangawnah	nangawnah	nangawnah	nangawnah	forever	FUNC	36	02007019	02007019|02007023|04014045|05009008|07009040	0	auto
lungkia	lungkia	lung	lung-kia	discourage	V	36	02015015	02015015|04021004|05001021|05031008|06001009	0	auto
manna	manna	manna	manna	manna	N	36	02016031	02016031|02016033|02016035|02016035|04011006	0	auto
sawmte	sawmte	sawm	sawm-te	ten-PL	FUNC	36	02018021	02018021|02018025|02027012|02034028|05004013	0	auto
Mite	mite	mite	Mite'	person-PL.POSS	UNK	36	02018022	02018022|02032022|03009007|05002004|05033005	0	auto
thumvei	thumvei	thumvei	thumvei	three.times	N	36	02023014	02023014|02023017|02034023|02034024|04022032	0	auto
siampipuan	siampipuan	siampi	siampi-puan	priest-cloth	N	36	02025007	02025007|02028004|02028006|02028015|02028026	0	auto
Kilem	kilem	lem	ki-lem	prepare	UNK	36	02029036	02029036|02030010|04029011|05020010|05020011	0	auto
daisak	daisak	dai	dai-sak	silence-CAUS	V	36	02032012	02032012|03018021|03019012|03020003|03021006	0	auto
pial	pial	pi	pi-al	give-must	UNK	36	04020017	04020017|04021022|04032015|05002027|05005032	0	auto
tel	tel	tel	tel	know	UNK	36	05029004	05029004|16008003|16008007|16008008|18021027	0	auto
naita	naita	naita	naita	near	N	36	05032035	05032035|23013006|23013022|23051005|24048016	0	auto
kumpite	kumpite	kumpite	kumpite'	king-PL.POSS	UNK	36	06010024	06010024|06011012|11011003|12008018|12011019	0	auto
lamet	lamet	lam	lam-et	manner	N	36	11002015	11002015|18006011|18017013|18017015|18017015	0	auto
Shemaiah	shemaiah	Shemaiah	Shemaiah	SHEMAIAH	PROP	36	13003022	13003022|13003022|13005004|13009014|13015008	0	auto
Barnabas	barnabas	Barnabas	Barnabas	BARNABAS	PROP	36	44004036	44004036|44009027|44011022|44011023|44011024	0	auto
dimin	dimin	dim	dim-in	full-ERG	N	35	01001028	01001028|01021019|02009008|08001021|12004039	0	auto
vawh	vawh	vawh	vawh	name	UNK	35	01002020	01002020|01036043|01047023|02039031|03027016	0	auto
vakhu	vakhu	vakhu	vakhu	dove	N	35	01008008	01008008|01008009|01008010|01008011|01008012	0	auto
kimuh	kimuh	mu	ki-muh	REFL-see.II	V	35	01009014	01009014|01030001|01030009|01030033|01042016	0	auto
Negeb	negeb	Negeb	Negeb	NEGEB	PROP	35	01012009	01012009|01013001|01013003|01020001|01024062	0	auto
neihsate	neihsate	nei	neih-sa-te	possessions	V	35	01013006	01013006|01034023|01036007|06007025|14001011	0	auto
Perez	perez	Perez	Perez	PEREZ	PROP	35	01013007	01013007|01015020|01034030|01038029|01046012	0	auto
kitotna	kitotna	tot	ki-tot-na	REFL-cut-NMLZ	V	35	01013008	01013008|05021005|10021004|12005007|19031020	0	auto
kipawlna	kipawlna	pawl	ki-pawl-na	REFL-associate-NMLZ	N	35	01014003	01014003|11015019|11015019|14016003|14020035	0	auto
khutnuai-ah	khutnuai-ah	khut	khut-nuai-ah	hand-below-LOC	N	35	01014004	01014004|01045008|04004033|09002027|09003001	0	auto
Hebru	hebru	hebru	Hebru	Hebrew	UNK	35	01014013	01014013|01039014|01039017|01040015|01041012	0	auto
gamhluah	gamhluah	gamhluah	gamhluah	heir	N	35	01015004	01015004|01015004|04018020|04036002|04036003	0	auto
sepsak	sepsak	sep	sep-sak	work-CAUS	V	35	01015014	01015014|01029027|01030029|02021002|02021006	0	auto
khaktan	khaktan	khaktan	khaktan	restrain	V	35	01016002	01016002|01023006|04022022|04024011|06022025	0	auto
thuciam	thuciam	thu	thu-ciam	word-promise	N	35	01017007	01017007|01017019|01026003|04025012|04029039	0	auto
lianin	lianin	lian	lian-in	great-ERG	N	35	01018020	01018020|02015011|04014016|05001028|05002019	0	auto
awk	awk	awk	awk	trap	V	35	01022013	01022013|02004010|05007025|05012030|10018009	0	auto
kunin	kunin	kun	kun-in	bow-ERG	N	35	01024026	01024026|01024048|02004031|02012027|02024001	0	auto
vante	vante	van	van-te	sky-PL	N	35	01024032	01024032|01042035|01043021|01045020|02022008	0	auto
tuangin	tuangin	tuang	tuang-in	ride-CVB	V	35	01024061	01024061|09025020|09030017|10013029|10019026	0	auto
hawh	hawh	hawh	hawh	wound	N	35	01026027	01026027|01034001|05023013|07015001|09024003	0	auto
Issakhar	issakhar	Issakhar	Issakhar	ISSAKHAR	PROP	35	01030018	01030018|01035023|02001003|04001008|04001016	0	auto
nihin	nihin	nihin	nihin	today	FUNC	35	01032007	01032007|02026024|02039009|03024006|04010003	0	auto
vangik	vangik	vangik	vangik	burden	V	35	01049014	01049014|02018022|10013025|10015033|10019035	0	auto
kihilh	kihilh	hilh	ki-hilh	REFL-teach	V	35	02021029	02021029|02024012|03004023|03004028|10001018	0	auto
meivakkhuam	meivakkhuam	mei	mei-vak-khuam	fire-light-pillar	N	35	02025031	02025031|02025031|02025032|02025032|02025033	0	auto
kikim	kikim	kim	ki-kim	REFL-fully	UNK	35	02026002	02026002|02026008|02027001|02030002|02030034	0	auto
langkhat	langkhat	lang	lang-khat	side-one	N	35	02026027	02026027|02036032|02037003|02038015|04012012	0	auto
dik	dik	dik	dik	small	N	35	02033019	02033019|02034006|06002012|06002012|08002013	0	auto
cingtaak	cingtaak	cingtaak	cingtaak	dwarf	N	35	03021020	03021020|40005048|40005048|40014031|40017020	0	auto
tulli	tulli	tulli	tulli	four.thousand	N	35	04001016	04001016|04001016|04002002|04002002|04016049	0	auto
thumin	thumin	thum	thum-in	three-ERG	FUNC	35	04003046	04003046|05019003|07007016|09011011|09013017	0	auto
meiipi	meiipi	meiipi	meiipi	leprous	V	35	04012010	04012010|18003005|18037011|18037011|19057010	0	auto
vet	vet	vet	vet	do	UNK	35	05028055	05028055|09014026|10005006|10013022|11002022	0	auto
tunna	tunna	tunna	tunna	end	N	35	06015005	06015005|06015005|07005017|11018031|14022007	0	auto
sungnung	sungnung	sungnung	sungnung	inner.room	UNK	35	10018024	10018024|11006016|11006017|11006019|11006020	0	auto
Ahab	ahab	ahab	Ahab'	AHAB.POSS	UNK	35	11018009	11018009|11018046|11021001|11021008|11021024	0	auto
zaksa	zaksa	za	zak-sa	hear-PL.POSS	V	35	12019004	12019004|12019006|12022018|14009006|14034026	0	auto
Ethiopia	ethiopia	Ethiopia	Ethiopia	ETHIOPIA	PROP	35	12019009	12019009|14012001|14014009|14014012|14014012	0	auto
Haman	haman	Haman	Haman	HAMAN	PROP	35	17003001	17003001|17003002|17003004|17003005|17003008	0	auto
Mun	mun	mun	Mun	place	V	35	24012004	24012004|24019011|24020003|24023023|24049029	0	auto
ki-ukna	ki-ukna	ukna	ki-ukna	REFL-rule.NMLZ	N	35	40003002	40003002|40004017|40004023|40005003|40005010	0	auto
aksite	aksite	aksi	aksi-te	star-PL	N	34	01001016	01001016|01015005|01022017|05001010|05004019	0	auto
mitte	mitte	mit	mit-te	eye-PL	N	34	01003005	01003005|01027001|01048010|04022031|05006008	0	auto
anlak	anlak	an	an-lak	rice-harvest	N	34	01008022	01008022|01047024|02023016|02034021|04015020	0	auto
hen!”	hen!”	hen	hen	JUSS	V	34	01024060	01024060|01028004|01030024|01048016|08001009	0	auto
lungnuam	lungnuam	lung	lung-nuam	heart-pleased	V	34	01026027	01026027|01026031|01028021|02018023|03026005	0	auto
kikhuk	kikhuk	khuk	ki-khuk	REFL-pool	UNK	34	01029008	01029008|01029008|02025004|02026001|02026031	0	auto
ngai-in	ngai-in	ngai	ngai-in	listen.I-ERG	V	34	01030022	01030022|02018024|02023022|05028032|07013009	0	auto
langah	langah	lang	lang-ah	side-LOC	N	34	01034030	01034030|04005013|04020002|05019015|05028007	0	auto
hehnem	hehnem	hehnem	hehnem	comfort	N	34	01037035	01037035|01050021|10010002|10012024|13007022	0	auto
gente	gente	gen	gen-te	speak-PL	V	34	01042020	01042020|01049028|02006027|02023013|04014028	0	auto
omzia	omzia	omzia	omzia	welfare	N	34	01043027	01043027|02002025|02018007|07018015|09017018	0	auto
khakte	khakte	khak	khak-te	offspring-PL	N	34	01049010	01049010|03010009|05005029|05028059|05029015	0	auto
dangah	dangah	dang	dang-ah	other-LOC	N	34	02002022	02002022|02018001|04023013|04023027|05029028	0	auto
uliante	uliante	ulian	ulian-te'	elder-PL.POSS	FUNC	34	02007010	02007010|02007020|02023008|04025018|04031014	0	auto
muhin	muhin	mu	muh-in	see.II-CVB	V	34	02007020	02007020|02009008|04014010|04020008|04020027	0	auto
silate	silate	sila	sila-te	servant-PL	N	34	02009020	02009020|02009021|05006021|11002039|11002039	0	auto
letmat	letmat	let	let-mat	half-cubit	V	34	02025010	02025010|02025010|02025010|02025017|02025017	0	auto
Anlum	anlum	anlum	Anlum	food	N	34	02025030	02025030|02035013|02039036|04004007|09021003	0	auto
lampangah	lampangah	lampang	lampang-ah	side-LOC	N	34	02026035	02026035|02026035|03001011|04002002|04002002	0	auto
beelte	beelte	beel	beel-te	pan-PL	N	34	02027003	02027003|02038003|04016007|04016037|04016038	0	auto
gul	gul	gul	gul	viper	N	34	04021006	04021006|04021008|04021008|04021009|04021009	0	auto
thaltang	thaltang	thaltang	thaltang	arrow	N	34	04024008	04024008|04024017|09020020|09020036|09020036	0	auto
dai	dai	dai	dai	still	UNK	34	04025008	04025008|06007026|07003019|12022017|14014001	0	auto
nuamsa	nuamsa	nuamsa	nuamsa	prosperous	N	34	05028063	05028063|05033028|16009025|18005017|19001001	0	auto
tei	tei	tei	tei	prudent	N	34	05032052	05032052|07005008|09025003|10013003|12003002	0	auto
khuasunga	khuasunga	khua	khua-sunga	town-inside	N	34	06010001	06010001|07020013|09030002|11011026|12025009	0	auto
thakhat	thakhat	tha	tha-khat	spirit-one	N	34	06011007	06011007|23029005|23047009|23048003|24004020	0	auto
tuidawn	tuidawn	tui	tui-dawn	water-fetch	N	34	07020010	07020010|09030016|10011011|10023015|11004007	0	auto
kipatin	kipatin	pat	ki-pat-in	beginning-ERG	UNK	34	09013001	09013001|10002010|10005004|11014021|11022042	0	auto
taisan	taisan	tai	tai-san	rebuke-at	V	34	11008057	11008057|12025011|18004021|19010003|19031011	0	auto
Babylon-ah	babylon-ah	babylon	babylon-ah	BABYLON-LOC	UNK	34	12020017	12020017|12024015|12024015|12024016|12025007	0	auto
theithei	theithei	thei~thei	thei~thei	know.I~REDUP	UNK	34	18009011	18009011|19092005|19119070|21008001|23026010	0	auto
Dawimangpa	dawimangpa	dawimangpa	Dawimangpa	devil	N	34	40004003	40004003|40004005|40004008|40004011|40005037	0	auto
siangthosak	siangthosak	siangtho	siangtho-sak	holy-CAUS	N	33	01002003	01002003|02019014|02019023|02020011|02028041	0	auto
“Nangma	“nangma	nangma	Nangma	2SG.self	FUNC	33	01003010	01003010|01027013|01030029|01037010|01043028	0	auto
Lo	lo	lo	Lo	NEG	FUNC	33	01004012	01004012|01023013|01023020|01045006|01049032	0	auto
paikhawm	paikhawm	pai	pai-khawm	go-together	V	33	01006018	01006018|01013005|01022006|01022008|01022019	0	auto
kopin	kopin	kop	kop-in	pair-ERG	UNK	33	01007009	01007009|02025004|02026001|02026031|02026036	0	auto
ngakin	ngakin	ngak	ngak-in	wait-CVB	V	33	01008010	01008010|02008020|02021018|04006009|09025013	0	auto
tawmno	tawmno	tawmno	tawmno	small	N	33	01011001	01011001|01029020|03026022|04009020|04009020	0	auto
pawlte	pawlte	pawl	pawl-te	group-PL	N	33	01014015	01014015|01014017|04016005|04016006|04016011	0	auto
bawngnawi	bawngnawi	bawng	bawng-nawi	cow-milk	N	33	01018008	01018008|01049012|02003008|02003017|02013005	0	auto
giak	giak	giak	giak	lodge	N	33	01019002	01019002|01019002|01024054|01028011|01032013	0	auto
sehsa	sehsa	seh	seh-sa	appoint-PAST	N	33	01024014	01024014|01024044|01041032|02021008|06004004	0	auto
thuah	thuah	thuah	thuah	gird	UNK	33	01024025	01024025|01034012|01043022|02011008|02036006	0	auto
piazo	piazo	pia	pia-zo	give-COMPL	V	33	01031009	01031009|02016029|03017011|05002009|05002024	0	auto
kisapna	kisapna	sap	ki-sap-na	REFL-call-NMLZ	V	33	01033015	01033015|05017001|05029006|07019020|11004028	0	auto
Eite	eite	eite	Eite'	1PL.PRO.POSS	FUNC	33	01034021	01034021|04012002|04014008|05017014|05031017	0	auto
dal	dal	dal	dal	hinder	N	33	01041036	01041036|02036008|02036010|02036014|02036016	0	auto
phamawh	phamawh	phamawh	phamawh	necessary	N	33	01046030	01046030|09005007|10018003|10018003|12020019	0	auto
kiniamkhiat	kiniamkhiat	niam	ki-niam-khiat	REFL-low-depart	V	33	02010003	02010003|11021029|14012007|14012012|14032026	0	auto
nazatte	nazatte	zat	na-zat-te	2SG-hear-PL	FUNC	33	02020025	02020025|02025039|02030027|02031008|02031008	0	auto
leitawi	leitawi	leitawi	leitawi	lend	N	33	02022025	02022025|02022025|03025037|05015002|05015006	0	auto
dupsan	dupsan	dupsan	dupsan	tread.down	N	33	02025004	02025004|02026001|02026031|02026036|02027016	0	auto
kual	kual	kual	kual	ring	N	33	02025012	02025012|02025012|02025012|02025026|02026024	0	auto
siampite	siampite	siampite	siampite'	priest-PL.POSS	UNK	33	02029027	02029027|02029028|05017018|05018003|05018003	0	auto
kilam	kilam	lam	ki-lam	REFL-way	N	33	02040017	02040017|04001051|06002015|07006028|11003002	0	auto
tutna	tutna	tut	tut-na	sleep-NMLZ	V	33	03015004	03015004|03015009|03015020|03015022|03015023	0	auto
lenin	lenin	len	len-in	net-ERG	UNK	33	03018004	03018004|05007009|07016003|07016029|07019029	0	auto
beimang	beimang	bei	bei-mang	end-COMPL	V	33	04014035	04014035|05031017|07004016|18003003|18019014	0	auto
cisak	cisak	ci	ci-sak	say-CAUS	V	33	04022006	04022006|07007024|07009033|07011012|07011017	0	auto
ngat	ngat	ngat	ngat	opposite	V	33	04024001	04024001|05001045|07005003|09007003|11008052	0	auto
galkah	galkah	gal	gal-kah	warfare	N	33	04032027	04032027|04032030|05027003|05027004|05027012	0	auto
singkungte	singkungte	singkung	singkung-te	tree-PL	N	33	05020019	05020019|07009008|07009009|07009010|07009011	0	auto
khangno	khangno	khang	khang-no	generation-young	N	33	05028048	05028048|08004012|11011028|11018012|13012028	0	auto
Gibeah	gibeah	Gibeah	Gibeah	GIBEAH	PROP	33	06015057	06015057|06018028|06024033|07019013|07019014	0	auto
thuhoih	thuhoih	thuhoih	thuhoih	good.news	N	33	06021045	06021045|09031009|10002006|10004010|10018025	0	auto
Joash	joash	Joash	Joash	JOASH	PROP	33	07006011	07006011|07006030|07006031|11022026|12011002	0	auto
cingte	cingte	cing	cing-te	faithful-PL	N	33	09022014	09022014|09022017|10023023|12007010|12007011	0	auto
simmawhna	simmawhna	simmawh	simmawh-na	blaspheme-NMLZ	V	33	12019006	12019006|16002019|18020003|19031018|19069020	0	auto
tuikulh	tuikulh	tui	tui-kulh	island	N	33	17010001	17010001|19072010|19097001|23042015|24002010	0	auto
Ke'n	ke'n	ken	Ke'n	1SG.PRO	N	33	19004003	19004003|19007017|19011001|19041004|19082006	0	auto
simmawhbawl	simmawhbawl	simmawh	simmawh-bawl	blaspheme-do	V	33	24022003	24022003|26005015|26016055|26016055|26021028	0	auto
kikaikhawm	kikaikhawm	kai	ki-kai-khawm	assembly	V	32	01001010	01001010|01029008|02032001|02032026|04014035	0	auto
piansak	piansak	pian	pian-sak	create-CAUS	V	32	01002003	01002003|02008018|05004032|06005007|11012015	0	auto
singte	singte	sing	sing-te	tree-PL	N	32	01003008	01003008|01023017|05028042|10005011|11005006	0	auto
nazat	nazat	zat	na-zat	2SG-hear	FUNC	32	01004022	01004022|02027003|02027019|02030027|02030028	0	auto
zom	zom	zom	zom	continue	N	32	01012009	01012009|01029001|02028025|02028025|02036017	0	auto
kalaohte	kalaohte	kalaoh	kalaoh-te	camel-PL	N	32	01012016	01012016|01024010|01024011|01024014|01024019	0	auto
lauhuaina	lauhuaina	lau	lau-huai-na	dread	N	32	01015001	01015001|01035005|07009017|18009034|18018011	0	auto
Sarah	sarah	Sarah	Sarah	SARAH	PROP	32	01017015	01017015|01017017|01017019|01018006|01018009	0	auto
nasempa	nasempa	nasempa	nasempa'	servant.POSS	N	32	01018003	01018003|01019002|01033014|01043016|01043019	0	auto
khualmi	khualmi	khual	khual-mi	sojourn-person	V	32	01023004	01023004|02012048|02012049|02023009|03016029	0	auto
khiat	khiat	khiat	khiat	extract	V	32	01026027	01026027|01029008|01029008|01040008|01040022	0	auto
sanah	sanah	sanah	sanah	in.front	UNK	32	01027016	01027016|01028013|02028027|02040020|04009015	0	auto
neupen	neupen	neu	neu-pen	small-TOP	N	32	01032010	01032010|06006026|07006015|07009005|11016034	0	auto
honpi	honpi	hon	hon-pi	flock-big	V	32	01032012	01032012|01048016|02008024|06007026|07006005	0	auto
zuite	zuite	zui	zui-te	follow-PL	V	32	01032019	01032019|03020005|05007009|05011006|07008005	0	auto
ulianpa	ulianpa	u	u-lian-pa	elder-great-M	V	32	01034002	01034002|12018019|12018026|12018027|12018028	0	auto
lakhia-in	lakhia-in	la	la-khia-in	take-out-ERG	V	32	01034026	01034026|01040019|01048012|02003017|03007034	0	auto
ompihna	ompihna	om	om-pih-na	exist-APPL-NMLZ	V	32	01039003	01039003|02025030|02035013|02039036|09018028	0	auto
ukin	ukin	uk	uk-in	rule-CVB	V	32	01039005	01039005|01041043|02018025|09008020|09010001	0	auto
kal	kal	kal	kal	kidney	N	32	01043009	01043009|02029013|02029013|02029022|02029022	0	auto
limci	limci	limci	limci	promise	V	32	01043011	01043011|01049011|04018012|04018012|04018029	0	auto
luanna	luanna	luan	luan-na	flow-NMLZ	V	32	02003008	02003008|02003017|02013005|02033003|03012004	0	auto
sin	sin	sin	sin	near	N	32	02008018	02008018|02029013|02029022|03007004|05031017	0	auto
mangbuhham	mangbuhham	mangbuh	mangbuh-ham	barley-wheat	N	32	02009031	02009031|03027016|04005015|05008008|07007013	0	auto
langte	langte	lang	lang-te	side-PL	N	32	02015007	02015007|02023022|04010009|04034013|04034015	0	auto
kihtak	kihtak	kihtak	kihtak	dread	V	32	02020020	02020020|05007019|05018022|05028058|05028060	0	auto
genkhia	genkhia	gen	gen-khia	speak-EXIT	V	32	02023001	02023001|11004032|13016024|17002010|18023007	0	auto
bangte	bangte	bang	bang-te	what-PL	FUNC	32	02023013	02023013|03021014|03022007|03022023|16006011	0	auto
kikhai	kikhai	khai	ki-khai	REFL-hold	N	32	02027009	02027009|02027011|02027012|02038012|02038014	0	auto
buktual	buktual	buk	buk-tual	hole-dig	N	32	02027012	02027012|02027013|02027016|02027017|02027018	0	auto
theihsa	theihsa	thei	theih-sa	know.II-PERF	V	32	02032022	02032022|03005001|05007015|18010007|19078001	0	auto
piakte	piakte	pia	piak-te	give.II-PL	V	32	02035021	02035021|03027009|04007013|04007025|04007031	0	auto
