lemma	citation_form	pos	primary_gloss	gloss_candidates	review_gloss_summary	english_glosses	all_glosses	gloss_counts	inflected_forms	token_count	form_count	compounds	top_collocates	example_verses	is_polysemous	is_grammatical	needs_review	entry_status	polysemy_notes	grammaticalization_notes	sense_count	pos_variants	entry_type	lexical_frequency	grammatical_frequency	review_priority	backend_issues
nil	nil	V	day	day|throw|REFL|light	day | throw | REFL	day|exit|light|throw	REFL|day|light|throw	day:10|throw:7|REFL:2|light:1	kinil|kinilkhia|nilkhia|nilkhiat|nilsuk	20	5		suang:5|hi:4|mi:3|ding:3|hong:2|khin:2|lam:2|siangtho:2|sungteng:1|su:1	03026044|18008020|19043002|19060001|19103012	1	1	1	polysemous_review			4	V:18|UNK:2	lexical	18	2	low	multiple_pos_variants
Nethanel	Nethanel	PROP	Nethanel	NETHANEL|NETHANEL.POSS			NETHANEL|NETHANEL.POSS	NETHANEL:18|NETHANEL.POSS:2	nethanel	20	1		ta:5|lin:2|ama:2|pan:2|siam:1|mi:1|sanggam:1|beh:1|ciang:1|khua:1	04001008|04002002|04007018|04007023|04010015	0	0	0	clean			1	PROP:20	lexical	20	0	low	
khung	khung	UNK	roof	REFL|roof|beam|border	REFL | roof | beam	beam|border|roof|sit	REFL|beam|border|roof	REFL:9|roof:5|beam:4|border:2	khung|khungin|khungnung|kikhung|kikhungin|kikhungto	20	6		lam:5|gam:2|Halak:2|mual:2|inn:2|zawl:2|tangban:1|ciang:1|galkhat:1|mai:1	04034009|05022008|05034003|06011017|06012006	0	1	1	mixed_lex_gram			4	UNK:16|V:4	mixed	11	9	low	mixed_lex_gram_needs_split|multiple_pos_variants
phuh	phuh	UNK	blow	blow|REFL|plant|establish|sit	blow | REFL | plant	blow|establish|plant|sit	REFL|blow|establish|plant|sit	blow:9|REFL:7|plant:2|establish:1|sit:1	kiphuh|phuh|phuhkhit|phuhkip|phuhna|phuhsak	20	6		bul:7|tokhom:2|ciam:1|sik:1|ciang:1|biakinn:1|mahmah:1|pi:1|khai:1|pasian:1	05006010|09013021|10003008|11005017|13029002	0	1	1	mixed_lex_gram			5	UNK:17|V:1|ADJ:1|N:1	unresolved	13	7	low	multiple_pos_variants
Anathoth	Anathoth	PROP	Anathoth	ANATHOTH			ANATHOTH	ANATHOTH:20	anathoth	20	1		gam:3|tapa:2|pan:2|om:1|ta:1|ngai:1|ci:1|hilh:1|ding:1	06021018|10023027|11002026|13006060|13007008	0	0	0	clean			1	PROP:20	lexical	20	0	low	
awn	awn	N	void	void|incline|encourage		encourage|incline|void	encourage|incline|void	void:15|incline:3|encourage:2	awn|awnna|awnsak|awnsuk	20	4		hong:4|ding:4|hi:3|khat:3|mi:2|to:2|huih:2|diam~diam:2|lo:2|hen:1	07020036|11008058|13021005|13022014|14014009	0	0	0	clean			3	N:17|V:3	lexical	20	0	low	multiple_pos_variants
Obededom	Obededom	PROP	Obededom	OBEDEDOM|OBEDEDOM.POSS			OBEDEDOM|OBEDEDOM.POSS	OBEDEDOM:11|OBEDEDOM.POSS:9	obededom	20	1		hi:4|mi:3|topa:3|pai:1|sing:1|cing:1|uk:1|ta:1|um:1	10006010|10006011|10006011|10006012|10006012	0	0	0	clean			1	PROP:20	lexical	20	0	low	
Seraiah	Seraiah	PROP	Seraiah	SERAIAH			SERAIAH	SERAIAH:20	seraiah	20	1		ta:6|hi:2|pa:2|lianpa:1|tapa:1|mi:1|siam:1|tu:1|ciang:1|lai:1	10008017|12025018|12025023|13004013|13004014	0	0	0	clean			1	PROP:20	lexical	20	0	low	
Obadiah	Obadiah	PROP	Obadiah	OBADIAH|OBADIAH.POSS			OBADIAH|OBADIAH.POSS	OBADIAH:18|OBADIAH.POSS:2	obadiah	20	1		ding:2|ta:2|min:2|uk:1|lai:1|ciang:1|pai:1|hi:1|tapa:1|nih:1	11018003|11018004|11018005|11018006|11018007	0	0	0	clean			1	PROP:20	lexical	20	0	low	
gige	gige	N	HAB	HAB		HAB	HAB	HAB:20	gige	20	1		hi:15|en:6|om:4|ngak:3|phawk:3|vil:3|pusuak:1|mawh:1|ukna:1|ahih:1	18018012|19033015|21011009|24004010|24005003	0	1	0	clean			1	N:20	grammatical	0	20	low	
lolai	lolai	N	field	field|LOLAI		field	LOLAI|field	field:19|LOLAI:1	lolai|lolai-a|lolai-ah|“lolai-a	20	4		om:6|pai:3|seel:2|hi:2|vawh:2|khaici:2|khat:2|bang:1|po:1|pian:1	19103015|23016010|23017005|23037025|24014018	0	0	0	clean			1	N:20	lexical	20	0	low	
kawt	kawt	V	garden	garden|head|water|gate|1SG→3	garden | head | water	cause|garden|gate|head|water	1SG→3|garden|gate|head|water	garden:9|head:6|water:2|gate:1|1SG→3:1	kawt|kawtciimsak|kawtsak|kawtsakin|kongkawtsak	19	5		ding:4|guah:3|khi:3|sam:2|hi:2|lei:2|ciang:2|huan:1|puan:1|suangpi:1	01002010|12008015|18024008|19006006|19072006	1	0	1	polysemous_review			4	V:13|UNK:6	lexical	19	0	low	multiple_pos_variants
Kush	Kush	PROP	Kush	KUSH|KUSH.POSS			KUSH|KUSH.POSS	KUSH:17|KUSH.POSS:2	kush	19	1		hi:4|tapa:2|ciang:2|ten:1|tal:1|tai:1|kumpi:1|gam:1	01002013|01010006|01010007|01010008|04012001	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Shem	Shem	PROP	Shem	SHEM|SHEM.POSS			SHEM|SHEM.POSS	SHEM:12|SHEM.POSS:7	shem	19	1		ciang:3|ta:2|tapa:2|hi:2|pa:2|pasian:1|hen:1|u:1|mi:1|nei:1	01005032|01006010|01007013|01009018|01009023	0	0	0	clean			1	PROP:19	lexical	19	0	low	
mak	mak	N	mark	mark|divorce|REFL|Mark	mark | divorce | REFL	Mark|divorce|mark	Mark|REFL|divorce|mark	mark:9|divorce:6|REFL:3|Mark:1	kimakna|mak|makna|maksa|maksim|maktheih	19	6		lai:7|zi:7|ding:3|hang:2|nu:2|deih:2|pasal:1|mu:1|thei:1|tung:1	01019014|03021007|05024001|05024003|13008008	1	1	1	polysemous_review			4	N:11|UNK:7|V:1	unresolved	16	3	low	multiple_pos_variants
tuzan	tuzan	N	night	night		night	night	night:19	tuzan|tuzanin|“tuzan	19	3		hong:4|hi:3|taam:3|aw:3|mahmah:3|ding:2|pai:2|makpa:1|om:1|topa:1	01030015|04022008|04022019|07019006|07019009	0	0	0	clean			1	N:19	lexical	19	0	low	
tuamin	tuamin	V	cover	cover|REFL		cover	REFL|cover	cover:18|REFL:1	kituamin|tuamin	19	2		koih:2|pai:2|meiipi:2|khuam:2|ci:2|nungzui:2|hon:1|min:1|pua:1|mai:1	01030040|04001047|11019013|11020038|19147008	0	1	0	clean			2	V:19	lexical	18	1	low	
myrrh	myrrh	N	myrrh	myrrh		myrrh	myrrh	myrrh:19	myrrh	19	1		pak:18|puan:3|sing:2|nam:2|lai:2|aloes:2|sa:1|tun:1|po:1|khut:1	01037025|01043011|02030023|11010025|14009024	0	0	0	clean			1	N:19	lexical	19	0	low	
dawh	dawh	UNK	beautiful	beautiful|draw|REFL|cut|snatch		beautiful|cut|depart|draw|place|snatch	REFL|beautiful|cut|draw|snatch	beautiful:11|draw:3|REFL:3|cut:1|snatch:1	dawh|dawhin|dawhkhiat|dawhkik|dawhlai|dawhna|dawhsa|kidawh|kidawhkhiat|kidawhkhiatsak	19	10		namsau:4|khut:2|hong:2|lang:2|tawi:1|topa:1|mi:1|nu:1|khat:1|sak:1	01038029|04022023|04022031|06005013|08003015	0	1	1	clean			5	UNK:11|N:5|V:3	unresolved	16	3	low	multiple_pos_variants
valh	valh	V	swallow	go.and|swallow|REFL|bitter	go.and | swallow | REFL	bitter|swallow	REFL|bitter|go.and|swallow	go.and:13|swallow:4|REFL:1|bitter:1	kivalhtum|valh|valhcip|valhtum|valhtumin	19	5		hong:7|ding:5|hi:4|sagih:2|mi:2|kha:2|ciang:1|hing:1|nei:1|kam:1	01041007|01041024|02007012|03026038|04016030	1	1	1	polysemous_review			3	V:16|UNK:3	lexical	18	1	low	multiple_pos_variants
thupha	thupha	N	blessing	blessing		blessing	blessing	blessing:19	thuphate	19	1		ngah:5|hi:3|tung:3|koih:3|hang:3|pia:2|hong:2|van:1|tuithuk:1|om:1	01049025|01049025|01049026|01049026|05028002	0	0	0	clean			1	N:19	lexical	19	0	low	
aaron	aaron	UNK	Aaron	AARON|AARON.POSS			AARON|AARON.POSS	AARON:15|AARON.POSS:4	“'aaron|“aaron	19	2		tung:2|topa:1	02007019|02008005|02008016|02028040|02029029	0	0	1	clean			1	UNK:19	lexical	19	0	low	
taltang	taltang	N	forehead	forehead		forehead	forehead	forehead:19	taltang|taltangah	19	2		ciapteh:5|tung:4|ama:2|hi:2|phaknat:2|ahi:2|ahih:2|lim:1|om:1|khat:1	02013009|02028038|02028038|03013041|09017049	0	0	0	clean			1	N:19	lexical	19	0	low	
tuum	tuum	N	water	water		water	water	water:19	tuum|tuummang|tuumsak|tuumsakin|tuumsakkik|tuumzo	19	6		tui:6|hi:6|hong:5|khin:3|luang:2|kung:2|ding:2|mihonpi:1|khat:1|suangtum:1	02014028|02015005|02015010|02015019|04024010	0	0	0	clean			1	N:18|V:1	lexical	19	0	low	multiple_pos_variants
teek~teek	teek~teek	UNK	old~REDUP	old~REDUP		old~REDUP	old~REDUP	old~REDUP:19	teekteek	19	1		gen:2|mi:2|bang:2|sanggam:2|kal:1|mit:1|kam:1|hi:1|gam:1|mu:1	05023021|10014019|18019027|24013021|26003007	0	0	1	clean			1	UNK:19	lexical	19	0	low	
hakkol	hakkol	N	yoke	yoke		yoke	yoke	yoke:19	hakkol	19	1		pan:4|pua:3|kuaitan:3|bawl:3|kumpipa:3|sik:2|hong:2|ngawng:2|khin:2|sat:1	05028048|23009004|23010027|23014025|23058006	0	0	0	clean			1	N:19	lexical	19	0	low	
Gilgal-Ah	Gilgal-Ah	PROP	?	GILGAL			GILGAL	GILGAL:19	gilgal-ah	19	1		mai:3|hi:3|pai:2|ding:2|gam:1|suangtum:1|mi:1|hang:1|hoih:1|lai:1	06004019|06004020|09010008|09011014|09011015	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Hebron-Ah	Hebron-Ah	PROP	?	HEBRON			HEBRON	HEBRON:19	hebron-ah	19	1		pan:2|kumpi:2|mai:2|hi:2|pai:1|ta:1|thu:1|ding:1|phetun:1|ukna:1	06010036|10002011|10002032|10003002|10003027	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Ashdod	Ashdod	PROP	Ashdod	ASHDOD			ASHDOD	ASHDOD:19	ashdod	19	1		mi:2|om:1|gam:1|tui:1|hang:1|topa:1|ui:1|kulh:1|ciang:1|kimkhat:1	06011022|06013003|06015046|06015047|09005003	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Shiloh	Shiloh	PROP	Shiloh	SHILOH			SHILOH	SHILOH:19	shiloh	19	1		ciang:2|om:2|topa:2|biakinn:2|khum:1|gam:1|laam:1|ciat:1|thei:1|khu:1	06018008|06018009|06021002|06022009|07021012	0	0	0	clean			1	PROP:19	lexical	19	0	low	
ot	ot	N	keep	keep|cry|cry.out|drive		cry|cry.out|drive|keep	cry|cry.out|drive|keep	keep:13|cry:3|cry.out:2|drive:1	ot|otkhai-in|otna|otsan|otsanin	19	5		mi:3|hi:3|aw:3|ciang:2|ci:2|peengkul:2|za:2|hong:2|khat:2|gam:1	07018023|09004006|09004006|09010013|09017008	0	0	0	clean			4	N:14|V:3|UNK:2	lexical	19	0	low	multiple_pos_variants
Naomi	Naomi	PROP	Naomi	NAOMI|NAOMI.POSS			NAOMI|NAOMI.POSS	NAOMI:17|NAOMI.POSS:2	naomi	19	1		hang:4|ciang:4|pan:2|min:1|lu:1|mi:1|hi:1|teeknu:1|ciah:1|tuni:1	08001002|08001003|08001008|08001011|08001018	0	0	0	clean			1	PROP:19	lexical	19	0	low	
khuacing	khuacing	N	town.gate	town.gate		town.gate	town.gate	town.gate:19	khuacing|khuacingin|khuacingte	19	3		om:7|koih:6|ciang:5|gam:3|hi:2|Bethlehem-Ah:2|Filistia-Te:1|thu:1|zawh:1|khat:1	09010005|09013003|09013004|09014001|09014006	0	0	0	clean			1	N:19	lexical	19	0	low	
Ahithofel	Ahithofel	PROP	Ahithofel	AHITHOFEL|AHITHOFEL.POSS			AHITHOFEL|AHITHOFEL.POSS	AHITHOFEL:11|AHITHOFEL.POSS:8	ahithofel	19	1		hi:2|ciang:2|mi:1|lecin:1|tung:1|lai:1|zawh:1|ama:1|thu:1|thei:1	10015012|10015031|10015034|10016015|10016020	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Amon	Amon	PROP	Amon	AMON|AMON.POSS			AMON|AMON.POSS	AMON:15|AMON.POSS:4	amon	19	1		ta:3|uk:2|kumpi:2|hi:2|ciang:1|suan:1|khua:1	11022026|12021018|12021019|12021023|12021024	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Media	Media	PROP	Media	MEDIA			MEDIA	MEDIA:19	media	19	1		gei:2|om:2|mi:2|za:1|min:1|lung:1|kuan:1|kumpi:1|ahih:1|kithawi:1	12017006|12018011|15006002|17001003|17001014	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Ahikam	Ahikam	PROP	?	AHIKAM.POSS|AHIKAM			AHIKAM|AHIKAM.POSS	AHIKAM.POSS:14|AHIKAM:5	ahikam	19	1		ta:4|koih:3|ding:2|hang:2|khua:2|galkap:2|siam:1|hi:1|ciang:1	12022012|12022014|12025022|14034020|24026024	0	0	0	clean			1	PROP:19	lexical	19	0	low	
Nethaniah	Nethaniah	PROP	?	NETHANIAH.POSS|NETHANIAH			NETHANIAH|NETHANIAH.POSS	NETHANIAH.POSS:15|NETHANIAH:4	nethaniah	19	1		hi:3|ta:2|mi:2|ciang:2|galkap:2|tapa:1|nga:1|tu:1|ding:1|gal:1	12025023|12025025|13025002|13025012|14017008	0	0	0	clean			1	PROP:19	lexical	19	0	low	
gungal	gungal	N	river	river		river	river	river:19	gungal	19	1		gam:18|uk:3|tung:1|khin:1|pa:1|lai:1|hi:1|khawl:1|thupiak:1|kumpi:1	15004011|15004016|15004017|15004020|15005003	0	0	0	clean			1	N:19	lexical	19	0	low	
Eden	Eden	PROP	Eden	EDEN			EDEN	EDEN:18	eden	18	1		ding:3|gam:2|lam:1|mipa:1|pai:1|ta:1|om:1|pasian:1|sing:1|hi:1	01002008|01002010|01002015|01003023|01003024	0	0	0	clean			1	PROP:18	lexical	18	0	low	
phetun	phetun	V	hear	hear		hear	hear	hear:18	phetun	18	1		za:9|mu:3|lung:2|nak:2|ngah:2|hong:2|lamdang:2|ne:1|tegel:1|lut:1	01003007|06002011|06006005|06006020|09009013	0	0	0	clean			1	V:18	lexical	18	0	low	
galtai	galtai	V	be.captive	be.captive		be.captive	be.captive	be.captive:18	galtai|galtai-in|galtaina|galtaite	18	4		hi:5|ahih:3|hong:2|mi:2|gam:2|lei:1|leitung:1|tapa:1|tanu:1|khat:1	01004012|01004014|04021029|07012005|13021012	0	0	0	clean			1	V:18	lexical	18	0	low	
Enok	Enok	PROP	Enok	ENOK|ENOK.POSS			ENOK|ENOK.POSS	ENOK:14|ENOK.POSS:4	enok	18	1		ciang:2|pa:2|gai:1|tam:1|zathum:1|hi:1|up:1|ahih:1|ma:1|sagih:1	01004017|01004017|01004018|01005018|01005019	0	0	0	clean			1	PROP:18	lexical	18	0	low	
Ham	Ham	PROP	Ham	HAM|HAM.POSS		full	HAM|HAM.POSS	HAM:10|HAM.POSS:8	ham	18	1		ta:3|tapa:2|ciang:1|hi:1|pa:1|mi:1|gam:1|nei:1|teng:1|pai:1	01005032|01006010|01007013|01009018|01009018	0	0	0	clean			1	PROP:18	lexical	18	0	low	
Nahor	Nahor	PROP	Nahor	NAHOR|NAHOR.POSS			NAHOR|NAHOR.POSS	NAHOR:13|NAHOR.POSS:5	nahor	18	1		ciang:3|hi:3|sanggampa:2|sanggam:1|gam:1|pasian:1|lak:1|pa:1	01011022|01011023|01011024|01011025|01011026	0	0	0	clean			1	PROP:18	lexical	18	0	low	
ciing	ciing	N	barren	barren|REFL|vine.dresser		barren	REFL|barren|vine.dresser	barren:13|REFL:3|vine.dresser:2	ciing|ciingte|kiciing	18	3		hi:4|om:3|ahi:3|oliv:3|nei:2|mi:2|nu:2|ci:1|hang:1|ding:1	01011030|01025021|01029031|02023026|05007014	0	1	0	clean			2	N:18	unresolved	15	3	low	
kitawng	kitawng	V	strive	strive		strive	strive	strive:18	kitawng|kitawngin|kitawngtawng	18	3		hi:5|khat:4|gan:2|ci:2|tung:2|mite:2|sel:2|thei:1|tui:1|lampi:1	01013007|01026020|01026020|01026021|01026022	0	0	0	clean			1	V:18	lexical	18	0	low	
suh	suh	UNK	well	well|robbery|rob|REFL|push	well | robbery | rob	count|push|rob|robbery|well	REFL|count|push|rob|robbery|well	well:9|robbery:3|rob:2|REFL:2|push:1|count:1	kisuh|kisuhna|suh|suhgawpnate|suhna|suhsa|suhsakte|suhte	18	8		mi:7|van:2|nei:2|nasem:1|tui:1|pasal:1|thu:1|ciang:1|mai:1|loh:1	01021025|01030015|01031031|03006004|06022008	1	1	1	polysemous_review			6	UNK:11|N:5|V:1|DET:1	unresolved	16	2	low	multiple_pos_variants
lamlak	lamlak	N	counsellor	counsellor		counsellor	counsellor	counsellor:18	lamlak|lamlakin|lamlakte	18	3		thu:12|pa:5|mi:3|ahih:2|nasep:1|ding:1|Ahab:1|inn:1|hong:1|Jerusalem-Ah:1	01026026|11004005|13027032|13027033|14022003	0	0	0	clean			1	N:18	lexical	18	0	low	
kituah	kituah	V	meet	meet		meet	meet	meet:18	kituahin|kituahkhak|kituahmang|kituahna|kituahpih	18	5		maitang:6|mai:3|mu:3|hong:2|mun:2|ni:2|lam:2|gam:2|guh:2|pasian:1	01032030|01033008|02033011|04014014|04017004	0	0	0	clean			1	V:18	lexical	18	0	low	
khawi	khawi	UNK	where	where|flock|REFL	where | flock | REFL	flock|where	REFL|flock|where	where:12|flock:5|REFL:1	khawi|khawi-in|khawikik|khawite|kikhawi	18	5		ui:3|hing:2|sila:2|hong:1|ciang:1|piang:1|hoih:1|tuu:1|buk:1|tuuhon:1	01032030|02012027|02019013|04032001|05028011	1	1	1	polysemous_review			3	UNK:18	lexical	17	1	low	
Heman	Heman	PROP	Heman	HEMAN|HEMAN.POSS			HEMAN|HEMAN.POSS	HEMAN:14|HEMAN.POSS:4	heman	18	1		lasa:3|tapa:2|ta:2|pan:2|hi:2|ban:1|ding:1|pa:1|pasian:1	01036022|11004031|13002006|13006033|13006033	0	0	0	clean			1	PROP:18	lexical	18	0	low	
tenpih	tenpih	N	marry	marry|REFL		marry	REFL|marry	marry:16|REFL:2	kitenpih|tenpihin|tenpihkim|tenpihna|tenpihte	18	5		numei:7|nu:6|zi:4|khat:2|min:2|hang:2|luppih:1|ta:1|lup:1|ciang:1	01038002|03020017|06023012|13002019|13004022	0	1	0	clean			2	N:18	unresolved	16	2	low	
zuisak	zuisak	V	follow.for	follow.for|REFL	follow.for | REFL	follow.for	REFL|follow.for	follow.for:13|REFL:5	kizuisak|zuisak	18	2		hong:7|hi:6|ding:5|khat:3|ci:3|dang:2|lecin:1|si:1|thu:1|thuciam:1	01043004|01043008|14034032|16002012|26020037	0	1	1	mixed_lex_gram			2	V:18	unresolved	13	5	low	
guang	guang	V	carry	carry		carry	carry	carry:18	guang|guangin	18	2		ding:6|van:3|hi:2|ni:2|ahih:2|an:1|sum:1|bawl:1|puan:1|pawl:1	01044001|02026011|04011017|04011025|05023024	0	0	0	clean			1	V:18	lexical	18	0	low	
Gershon	Gershon	PROP	Gershon	GERSHON|GERSHON.POSS			GERSHON|GERSHON.POSS	GERSHON:16|GERSHON.POSS:2	gershon	18	1		hi:2|tapa:1|min:1|buk:1|zui:1|pua:1|mi:1|pan:1|om:1|peuhmah:1	01046011|02006016|02006017|04003017|04003018	0	0	0	clean			1	PROP:18	lexical	18	0	low	
Ithamar	Ithamar	PROP	Ithamar	ITHAMAR|ITHAMAR.POSS			ITHAMAR|ITHAMAR.POSS	ITHAMAR:9|ITHAMAR.POSS:9	ithamar	18	1		tapa:5|ta:4|ciang:2|suan:2|nu:1|upa:1|suah:1	02006023|02028001|02038021|03010006|03010012	0	0	0	clean			1	PROP:18	lexical	18	0	low	
thangzak	thangzak	N	snare	snare		snare	snare	snare:18	thangzak	18	1		ding:7|hong:3|hi:3|khat:2|pan:2|mawh:2|tanvei:1|tung:1|suah:1|teh:1	02010007|02023033|02034012|05007016|06023013	0	0	0	clean			1	N:18	lexical	18	0	low	
li	li	N	four	four|hide|river|separate|each		each|four|hide|river|separate	each|four|hide|river|separate	four:11|hide:3|river:2|separate:1|each:1	liausak|limun|lina-ah|lipi|livei|liveina	18	6		khial:8|hang:8|gual:2|beryl:2|suang:2|ding:2|sam:2|za:1|tak:1|dawng:1	02028020|02039013|05022019|16006004|16006004	0	0	0	clean			5	N:14|V:4	lexical	18	0	low	multiple_pos_variants
khecin	khecin	V	sharp	sharp		sharp	sharp	sharp:18	khecin|khecinte	18	2		ahih:6|hang:5|pan:4|eknel:2|vok:2|vom:2|lak:1|hai:1|ahi:1|kat:1	03011003|03011004|03011004|03011005|03011006	0	0	0	clean			1	V:18	lexical	18	0	low	
biing	biing	N	hin	hin		hin	hin	hin:18	biing|biingah|biingta	18	3		sa:20|khat:7|dim:3|bawl:2|pan:1|Solomon:1|nilh:1|tawi:1|ama:1	03014010|03014012|03014015|03014021|03014024	0	0	0	clean			1	N:18	lexical	18	0	low	
song	song	N	tall	tall|image	tall | image	image|tall	image|tall	tall:10|image:8	song|songpi|songte	18	3		bia:17|deng:2|su:2|sat:2|ding:1|phut:1|tawsaw:1|Abimelek:1|kumpi:1|mual:1	03026001|05007005|05012003|05016022|07009006	1	0	1	polysemous_review			2	N:18	lexical	18	0	low	
galmatin	galmatin	N	overthrown	overthrown		overthrown	overthrown	overthrown:18	galmatin	18	1		mi:4|hi:3|pua:3|om:3|gam:2|ahi:2|kitut:2|tanu:1|Amor:1|kumpi:1	04021029|04024022|12006022|12015029|12016009	0	0	0	clean			1	N:18	lexical	18	0	low	
tuhun	tuhun	UNK	now	now.time|TUHUN		now	TUHUN|now.time	now.time:16|TUHUN:2	tuhunin|“tuhun	18	2		hi:4|ahi:2|en:1|thuak:1|zomlai:1|ding:1|bawl:1	05001010|15009007|23048007|26036038|42006021	0	0	1	clean			1	UNK:18	lexical	18	0	low	
phin	phin	N	provoke	provoke|turn|REFL		provoke|turn	REFL|provoke|turn	provoke:15|turn:2|REFL:1	kiphin|phin|phinin|phinna|phinna-in	18	5		heh:6|hong:5|hi:4|topa:3|ding:3|zel:2|gal:2|gam:1|tung:1|guah:1	05009007|05009008|05009018|05009022|05032002	0	1	0	clean			3	N:18	lexical	17	1	low	
cit	cit	N	say	say|eye|go		eye|go|say	eye|go|say	say:13|eye:4|go:1	cit|citna|citpiak	18	3		tung:4|pia:3|mi:3|pasian:2|pan:1|kumpi:1|ama:1|thuman:1|hi:1|lungdam:1	05015010|05015014|11010013|13029017|13029017	0	0	0	clean			3	N:13|UNK:4|V:1	lexical	18	0	low	multiple_pos_variants
khong	khong	UNK	magic	magic|obey|enchanter|divine|REFL	magic | obey | enchanter	divine|enchanter|magic|obey	REFL|divine|enchanter|magic|obey	magic:6|obey:6|enchanter:3|divine:2|REFL:1	khong|khongin|khongkhai|khongkhaite|kikhongin	18	5		thei:5|siamte:5|ai:2|mi:2|pan:2|hang:1|om:1|Filistia:1|ding:1|pasian:1	05018010|05018014|05019003|19010001|23002006	1	1	1	polysemous_review			5	UNK:10|N:8	lexical	17	1	low	multiple_pos_variants
paa	paa	V	father	go.and		exit	go.and	go.and:18	paaikhia|paaikhia-in	18	2		hong:7|hi:4|ding:3|mi:2|pai:2|pan:2|sanggam:1|don:1|Midian-Te:1|khut:1	05033009|07006013|07011023|07015017|09012022	0	0	0	clean			1	V:18	lexical	18	0	low	
kik	kik	V	ITER	ITER|return|again|1SG	ITER | return | again	ITER|again|cause|return	1SG|ITER|again|return	ITER:9|return:5|again:3|1SG:1	kaikikpah|kikna|kiksak|kikzo	18	4		ding:12|hing:4|hi:2|hong:2|ciang:2|kuan:1|hei:1|nung:1|kai:1|pasian:1	05033011|12024007|16009029|19030003|23014027	1	1	1	polysemous_review			4	V:13|N:5	lexical	17	1	low	multiple_pos_variants
Lakhish	Lakhish	PROP	Lakhish	LAKHISH			LAKHISH	LAKHISH:18	lakhish	18	1		kumpi:6|ciang:2|khut:1|hi:1|khat:1|gal:1|khua:1|om:1	06010003|06010005|06010023|06010032|06010033	0	0	0	clean			1	PROP:18	lexical	18	0	low	
bawh	bawh	UNK	rub	rub|pluck|spoil|bow|break	rub | pluck | spoil	bow|break|cry|pluck|rub|spoil	bow|break|cry|pluck|rub|spoil	rub:9|pluck:4|spoil:2|bow:1|break:1|cry:1	bawh|bawhhuan|bawhin|bawhkhiat|bawhsak|bawhsat|bawhsuk	18	7		hong:5|sa:2|sak:2|nungdal:1|hang:1|sam:1|gawp:1|ding:1|an:1|va:1	06010019|09015019|09018010|16013025|18009026	1	0	1	polysemous_review			6	UNK:11|V:7	lexical	18	0	low	multiple_pos_variants
joppa	joppa	UNK	Joppa	Joppa|JOPPA		Joppa	JOPPA|Joppa	Joppa:17|JOPPA:1	joppa|“joppa	18	2		ciang:3|hi:2|ding:2|tung:1|gei:1|ahih:1|pai:1	06019046|14002016|15003007|32001003|44009036	0	0	1	clean			1	UNK:18	lexical	18	0	low	
gihna	gihna	N	tremble	tremble		tremble	tremble	tremble:18	gihna	18	1		kham:6|mei:3|ciat:3|tal:2|um:2|zah:2|ngun:2|hai:2|bil:1|ama:1	07008026|07016029|09017005|11010013|13028014	0	0	0	clean			1	N:18	lexical	18	0	low	
heikik	heikik	N	turn.back	REFL|turn.back		turn.back	REFL|turn.back	REFL:17|turn.back:1	heikikna|kiheikik	18	2		lam:6|hong:4|hi:3|ding:3|kha:2|thu:2|pan:2|tung:1|lung:1|kumpi:1	09007003|11012026|11012027|11018037|12015020	0	1	0	clean			2	N:18	grammatical	1	17	low	
kup	kup	N	hide	REFL|cover		cover|hide	REFL|cover	REFL:16|cover:2	kikup|kikupna|kuppih	18	3		thu:14|khat:6|nei:5|hi:2|ahih:1|vai:1|mi:1|ngaihsun:1|ni:1	09020019|11012028|12009005|13012019|13013001	0	1	1	clean			2	N:12|UNK:4|V:2	unresolved	2	16	low	multiple_pos_variants
Abigail	Abigail	PROP	Abigail	ABIGAIL|ABIGAIL.POSS			ABIGAIL|ABIGAIL.POSS	ABIGAIL:17|ABIGAIL.POSS:1	abigail	18	1		ciang:4|meigong:3|nu:2|min:1|zi:1|ding:1|nasem:1|khua:1|ta:1|numei:1	09025003|09025014|09025018|09025023|09025032	0	0	0	clean			1	PROP:18	lexical	18	0	low	
tawl	tawl	V	free	free|rest|REFL|tongue|tax	free | rest | REFL	be.well|free|rest|tax|tongue	REFL|free|rest|tax|tongue	free:8|rest:7|REFL:1|tongue:1|tax:1	kitawldamsak|tawl|tawldam|tawldamna|tawldamsak|tawllua|tawlno	18	7		hi:4|ding:4|hong:3|ciang:2|gim:2|mi:2|lung:2|lai:1|ahi:1|ni:1	10016014|16009028|18003026|18011018|23014003	1	1	1	polysemous_review			5	V:12|UNK:5|N:1	lexical	17	1	low	multiple_pos_variants
Amasa	Amasa	PROP	Amasa	AMASA|AMASA.POSS			AMASA|AMASA.POSS	AMASA:16|AMASA.POSS:2	amasa	18	1		ding:3|ciang:3|ta:3|hi:1|kumpi:1|kham:1|hang:1|khat:1|sisan:1|gam:1	10017025|10017025|10019013|10020004|10020005	0	0	0	clean			1	PROP:18	lexical	18	0	low	
