sense_id	lemma	sense_num	pos	gloss	frequency	is_primary	is_grammatical	inflected_forms	example_verses	notes
Hazael.1	Hazael	1	PROP	?	22	1	0	Hazael	11019015|12008008|12008009	
Mikaiah.1	Mikaiah	1	PROP	?	22	1	0	Mikaiah	11022008|11022009|11022013	
Meshullam.1	Meshullam	1	PROP	?	22	1	0	Meshullam	13003019|13005013|13008017	
Hananiah.1	Hananiah	1	PROP	?	22	1	0	Hananiah	13003019|13008024|13025004	
bupa.1	bupa	1	N	centurion	22	1	0	bupa	19051019|20024031|24046012	
Nazareth.1	Nazareth	1	PROP	?	22	1	0	Nazareth	40002023|40002023|40004013	
Silas.1	Silas	1	PROP	?	22	1	0	Silas	44015022|44015027|44015032	
bokvak.1	bokvak	1	N	creep	21	1	0	bokvak	01001024|01001025|01006007	
phalbi.1	phalbi	1	N	winter	21	1	0	phalbi	01008022|10011001|19074017	
Gaza.1	Gaza	1	PROP	?	21	1	0	Gaza	01010019|05002023|06010041	
lot.1	lot	1	V	cast	21	1	0	Lot'	01011027|01013007|01013008	
nihte.1	nihte	1	UNK	two	21	1	0	nihte'	01017020|01031033|01033001	
khap.1	khap	1	N	forbid	12	1	0	khap	01038017|01038018|01038020	
khap.2	khap	2	N	loose	5	0	0	khap	05024011|05024012|05024013	
khap.3	khap	3	N	pledge	4	0	0	khap	05024006|05024006|05024017	
naupa.1	naupa	1	N	younger.sibling	21	1	0	naupa	01048019|07001013|07003009	
Nadab.1	Nadab	1	PROP	?	21	1	0	Nadab	02006023|02024001|02024009	
Finehas.1	Finehas	1	PROP	?	21	1	0	Finehas	02006025|04025007|04025011	
sek.1	sek	1	N	hammer	17	1	0	sek	02037007|07004021|11006007	
sek.2	sek	2	FUNC	REFL	3	0	1	ki	54004008|54004008	
sek.3	sek	3	N	rest	1	0	0	sek	19074006	
vok.1	vok	1	N	swine	11	1	0	Vok|vok	03011007|05014008|23065004	
vok.2	vok	2	N	pig	10	0	0	vok	20011022|40007006|40008031	
lip.1	lip	1	V	freedom	10	1	0	lip	03011009|03011010|03011012	
lip.2	lip	2	V	ruin	8	0	0	lip	24051037|27007007|27009027	
lip.3	lip	3	V	scale	3	0	0	lip	05028027|18041015|18041016	
tulguk.1	tulguk	1	N	six.thousand	21	1	0	tulguk	04001016|04002002|04002002	
Ekron.1	Ekron	1	PROP	?	21	1	0	Ekron	06013003|06013003|06015011	
Ramah.1	Ramah	1	PROP	?	21	1	0	Ramah	06018025|06019036|07004005	
Sisera.1	Sisera	1	PROP	?	21	1	0	Sisera	07004002|07004007|07004009	
Jotham.1	Jotham	1	PROP	?	21	1	0	Jotham	07009005|07009007|07009021	
hangtakin.1	hangtakin	1	N	boldly	21	1	0	hangtakin	09014048|27011025|41015043	
Khadet.1	Khadet	1	PROP	?	21	1	0	Khadet	09020005|09020018|09020024	
pei.1	pei	1	N	wheel	20	1	0	pei	11007033|11007033|12019021	
pei.2	pei	2	FUNC	REFL	1	0	1	ki	34001003	
Zerubbabel.1	Zerubbabel	1	PROP	?	21	1	0	Zerubbabel	13003019|15002002|15003002	
lawmte.1	lawmte	1	UNK	friend	11	1	0	Lawmte	42012004|44001016|44014015	
lawmte.2	lawmte	2	UNK	worthy	10	0	0	lawmte'	15004023|20025018|20025025	
leen.1	leen	1	V	fly	13	1	0	leen	18005007|18027021|18027022	
leen.2	leen	2	V	whirlwind	3	0	0	leen	20010025|27002035|28013015	
leen.3	leen	3	V	lean	2	0	0	leen	18027021|23019007	
leen.4	leen	4	V	swoop	2	0	0	leen	28008001|35001008	
leen.5	leen	5	V	wine	1	0	0	leen	26001024	
sunthapai.1	sunthapai	1	N	long	21	1	0	sunthapai	18005014|19013002|19032003	
thuciamna.1	thuciamna	1	N	promise	21	1	0	thuciamna	18022027|19012006|19050014	
Efesa.1	Efesa	1	PROP	?	21	1	0	Efesa	44018019|44018021|44018024	
Kain.1	Kain	1	PROP	?	20	1	0	Kain	01004001|01004002|01004003	
mihing.1	mihing	1	N	human	20	1	0	Mihing'|mihing'	01008021|01008021|04023019	
beng.1	beng	1	V	companion	13	1	0	beng	01027003|05028026|09026020	
beng.2	beng	2	V	hunt	6	0	0	beng	01027005|11022024|12011012	
beng.3	beng	3	V	side	1	0	0	beng	23025011	
nupi.1	nupi	1	UNK	woman	19	1	0	nupi	01033005|04031009|07021010	
nupi.2	nupi	2	UNK	mother	1	0	0	Nupi	40015028	
ukte.1	ukte	1	UNK	rule	20	1	0	ukte'	02003007|04031052|07005009	
paisak.1	paisak	1	V	send	18	1	0	paisak	02005002|02005003|02005008	
paisak.2	paisak	2	FUNC	REFL	2	0	1	ki	17003012|26040046	
kohath.1	kohath	1	UNK	?	20	1	0	Kohath'|kohath	02006018|04003019|04003027	
phia.1	phia	1	V	bright	19	1	0	phia	02009024|02019016|10022015	
phia.2	phia	2	V	gather	1	0	0	phia	44013044	
bullen.1	bullen	1	UNK	bull	20	1	0	bullen	02027017|02027018|02035011	
peng.1	peng	1	V	break.into	14	1	0	peng	09026009|11015022|12011005	
peng.2	peng	2	V	spare	3	0	0	peng	16013022|20014003|23046002	
peng.3	peng	3	V	wing	2	0	0	peng	03011016|05014015	
peng.4	peng	4	FUNC	REFL	1	0	1	ki	09017025	
nil.1	nil	1	V	day	10	1	0	nil	03026044|18008020|19043002	
nil.2	nil	2	V	throw	7	0	0	nil	19118022|40021042|41012010	
nil.3	nil	3	FUNC	REFL	2	0	1	ki	19147002|59001006	
nil.4	nil	4	V	light	1	0	0	nil	33001006	
khung.1	khung	1	FUNC	REFL	9	1	1	ki	04034009|05034003|06011017	
khung.2	khung	2	V	roof	5	0	0	khung	05022008|11006021|24021008	
khung.3	khung	3	V	beam	4	0	0	khung	11006009|16003003|16003006	
khung.4	khung	4	V	border	2	0	0	khung	26048001|26048023	
phuh.1	phuh	1	V	blow	9	1	0	phuh	05006010|09013021|10003008	
phuh.2	phuh	2	FUNC	REFL	7	0	1	ki	14008016|15003006|15003012	
phuh.3	phuh	3	V	plant	2	0	0	phuh	17007009|42014029	
phuh.4	phuh	4	V	establish	1	0	0	phuh	19048008	
phuh.5	phuh	5	V	sit	1	0	0	phuh	66002013	
Anathoth.1	Anathoth	1	PROP	?	20	1	0	Anathoth	06021018|10023027|11002026	
awn.1	awn	1	N	void	15	1	0	awn	07020036|13021005|13022014	
awn.2	awn	2	N	incline	3	0	0	awn	11008058|19119036|19119036	
awn.3	awn	3	N	encourage	2	0	0	awn	14032006|24001013	
Filistia-Pa.1	Filistia-Pa	1	PROP	?	20	1	0	Filistia	09017016|09017026|09017026	
Akhish.1	Akhish	1	PROP	?	20	1	0	Akhish	09021010|09021012|09021014	
Abishai.1	Abishai	1	PROP	?	20	1	0	Abishai	09026006|09026006|09026007	
zeruiah.1	zeruiah	1	UNK	?	20	1	0	Zeruiah'	10002013|10002018|10003039	
Seraiah.1	Seraiah	1	PROP	?	20	1	0	Seraiah	10008017|12025018|12025023	
syria.1	syria	1	UNK	?	20	1	0	Syria	10010011|11022035|12006009	
Baasha.1	Baasha	1	PROP	?	20	1	0	Baasha	11015016|11015017|11015019	
elijah.1	elijah	1	UNK	?	20	1	0	Elijah'	11017015|11017016|11017022	
Hilkiah.1	Hilkiah	1	PROP	?	20	1	0	Hilkiah	12022004|12022008|12022008	
Jehoiakhin.1	Jehoiakhin	1	PROP	?	20	1	0	Jehoiakhin	12024006|12024008|12024011	
Johanan.1	Johanan	1	PROP	?	20	1	0	Johanan	12025023|13003015|13003024	
gige.1	gige	1	FUNC	HAB	20	1	1	gige	18018012|19033015|21011009	
lolai.1	lolai	1	N	field	20	1	0	lolai	19103015|23016010|23017005	
kawt.1	kawt	1	V	garden	9	1	0	kawt	01002010|19072006|22005002	
kawt.2	kawt	2	V	head	7	0	0	kawt	12008015|19006006|23015003	
kawt.3	kawt	3	V	water	2	0	0	kawt	23055010|42007038	
kawt.4	kawt	4	V	gate	1	0	0	kawt	18024008	
Aram.1	Aram	1	PROP	?	19	1	0	Aram	01010022|01025020|01025020	
Shelah.1	Shelah	1	PROP	?	19	1	0	Shelah	01010024|01010024|01011012	
mak.1	mak	1	N	mark	9	1	0	mak	01019014|03021007|13008008	
mak.2	mak	2	N	divorce	6	0	0	mak	05024001|05024003|15010003	
mak.3	mak	3	FUNC	REFL	3	0	1	ki	23050001|24003008|41010004	
mak.4	mak	4	N	Mark	1	0	0	mak	40001019	
laban.1	laban	1	UNK	?	19	1	0	Laban'	01025020|01027043|01028002	
tuzan.1	tuzan	1	N	night	19	1	0	Tuzan|tuzan	01030015|04022008|04022019	
tuamin.1	tuamin	1	V	cover	18	1	0	tuamin	01030040|04001047|11019013	
tuamin.2	tuamin	2	FUNC	REFL	1	0	1	ki	43011044	
Zerah.1	Zerah	1	PROP	?	19	1	0	Zerah	01036013|01036017|01038030	
myrrh.1	myrrh	1	N	myrrh	19	1	0	myrrh	01037025|01043011|02030023	
dawh.1	dawh	1	N	beautiful	11	1	0	dawh	01038029|08003015|08003015	
dawh.2	dawh	2	N	draw	3	0	0	dawh	04022023|04022031|06005013	
dawh.3	dawh	3	FUNC	REFL	3	0	1	ki	15006011|20022005|20022027	
dawh.4	dawh	4	N	cut	1	0	0	dawh	29003013	
dawh.5	dawh	5	N	snatch	1	0	0	dawh	65001023	
valh.1	valh	1	UNK	swallow	17	1	0	valh	01041007|01041024|02007012	
valh.2	valh	2	FUNC	REFL	1	0	1	ki	10017016	
valh.3	valh	3	UNK	bitter	1	0	0	valh	44008023	
thupha.1	thupha	1	N	blessing	19	1	0	thupha	01049025|01049025|01049026	
taltang.1	taltang	1	N	forehead	19	1	0	taltang	02013009|02028038|02028038	
tuum.1	tuum	1	N	water	19	1	0	tuum	02014028|02015005|02015010	
pekah.1	pekah	1	UNK	?	19	1	0	Pekah'|pekah	02033007|05030004|07004011	
teek~teek.1	teek~teek	1	UNK	old~REDUP	19	1	0	teek~teek	05023021|10014019|18019027	
hakkol.1	hakkol	1	N	yoke	19	1	0	hakkol	05028048|23009004|23010027	
Ashdod.1	Ashdod	1	PROP	?	19	1	0	Ashdod	06011022|06013003|06015046	
Shiloh.1	Shiloh	1	PROP	?	19	1	0	Shiloh	06018008|06018009|06021002	
joash.1	joash	1	UNK	?	19	1	0	Joash'	07006011|07006029|07007014	
mikah.1	mikah	1	UNK	?	19	1	0	Mikah'	07017004|07017008|07017012	
ot.1	ot	1	N	keep	13	1	0	ot	09004006|09004006|09010013	
ot.2	ot	2	N	cry	3	0	0	ot	07018023|09017008|38006008	
ot.3	ot	3	N	cry.out	2	0	0	ot	09017020|38004007	
ot.4	ot	4	N	drive	1	0	0	ot	18030005	
samuel.1	samuel	1	UNK	?	19	1	0	Samuel|Samuel'	09002019|09003004|09003004	
Joel.1	Joel	1	PROP	?	19	1	0	Joel	09008002|13004035|13005008	
khuacing.1	khuacing	1	N	town.gate	19	1	0	khuacing	09010005|09013003|09013004	
Hiram.1	Hiram	1	PROP	?	19	1	0	Hiram	10005011|11005001|11005001	
Shallum.1	Shallum	1	PROP	?	19	1	0	Shallum	12015010|12015013|12015014	
Media.1	Media	1	PROP	?	19	1	0	Media	12017006|12018011|15006002	
jeremiah.1	jeremiah	1	UNK	?	19	1	0	Jeremiah|Jeremiah'	12023031|12024018|14036022	
gungal.1	gungal	1	N	river	19	1	0	Gungal	15004011|15004016|15004017	
ahasueras.1	ahasueras	1	UNK	?	19	1	0	Ahasueras'	17001001|17001009|17001015	
satan.1	satan	1	UNK	?	19	1	0	Satan	38003002|40004010|40016023	
Eden.1	Eden	1	PROP	?	18	1	0	Eden	01002008|01002010|01002015	
phetun.1	phetun	1	V	hear	18	1	0	phetun	01003007|06002011|06006005	
galtai.1	galtai	1	V	be.captive	18	1	0	galtai	01004012|01004014|04021029	
ciing.1	ciing	1	N	barren	15	1	0	ciing	01011030|01025021|01029031	
ciing.2	ciing	2	FUNC	REFL	3	0	1	ki	45011017|45011024|45011024	
kitawng.1	kitawng	1	V	strive	18	1	0	kitawng	01013007|01026020|01026020	
suh.1	suh	1	N	well	9	1	0	suh	01021025|01030015|01031031	
suh.2	suh	2	N	robbery	3	0	0	suh	23061008|26022013|35002009	
suh.3	suh	3	N	rob	2	0	0	suh	03006004|06022008	
suh.4	suh	4	FUNC	REFL	2	0	1	ki	15009007|24049032	
suh.5	suh	5	N	push	1	0	0	suh	18020010	
suh.6	suh	6	N	count	1	0	0	suh	19062010	
lamlak.1	lamlak	1	N	counsellor	18	1	0	lamlak	01026026|11004005|13027032	
kituah.1	kituah	1	V	meet	18	1	0	kituah	01032030|01033008|02033011	
khawi.1	khawi	1	UNK	where	12	1	0	khawi	01032030|02012027|02019013	
khawi.2	khawi	2	UNK	flock	5	0	0	khawi	19078048|26032013|40015026	
khawi.3	khawi	3	FUNC	REFL	1	0	1	ki	17008010	
shekhem.1	shekhem	1	UNK	?	18	1	0	Shekhem'|shekhem	01033019|01034006|01034024	
tenpih.1	tenpih	1	N	marry	16	1	0	tenpih	01038002|03020017|06023012	
tenpih.2	tenpih	2	FUNC	REFL	2	0	1	ki	23054001|23062004	
zuisak.1	zuisak	1	V	follow.for	13	1	0	zuisak	01043004|01043008|14034032	
zuisak.2	zuisak	2	FUNC	REFL	5	0	1	ki	16002012|26046005|26046005	
guang.1	guang	1	V	carry	18	1	0	guang	01044001|02026011|04011017	
Naaman.1	Naaman	1	PROP	?	18	1	0	Naaman	01046021|04026040|04026040	
thangzak.1	thangzak	1	N	snare	18	1	0	thangzak	02010007|02023033|02034012	
khecin.1	khecin	1	V	sharp	18	1	0	khecin	03011003|03011004|03011004	
biing.1	biing	1	N	hin	18	1	0	biing	03014010|03014012|03014015	
song.1	song	1	N	tall	10	1	0	song	05007005|05012003|11014023	
song.2	song	2	N	image	8	0	0	song	03026001|05016022|07009006	
Nethanel.1	Nethanel	1	PROP	?	18	1	0	Nethanel	04001008|04002002|04007018	
galmatin.1	galmatin	1	N	overthrown	18	1	0	galmatin	04021029|04024022|12006022	
balaam.1	balaam	1	UNK	?	18	1	0	Balaam|Balaam'	04022014|04022025|04022027	
tuhun.1	tuhun	1	UNK	now	18	1	0	tuhun	05001010|15009007|23048007	
phin.1	phin	1	N	provoke	15	1	0	phin	05009007|05009008|05009018	
phin.2	phin	2	N	turn	2	0	0	phin	18017002|19089049	
phin.3	phin	3	FUNC	REFL	1	0	1	ki	48005026	
cit.1	cit	1	N	say	13	1	0	cit	05015010|05015014|11010013	
cit.2	cit	2	N	eye	4	0	0	cit	40020015|47009010|47009011	
cit.3	cit	3	N	go	1	0	0	cit	19037026	
khong.1	khong	1	N	magic	6	1	0	khong	27002002|27002010|27002010	
khong.2	khong	2	N	obey	6	0	0	khong	44005032|46009018|53003008	
khong.3	khong	3	N	enchanter	3	0	0	khong	05018010|19010001|45003025	
khong.4	khong	4	N	divine	2	0	0	khong	05018014|23002006	
khong.5	khong	5	FUNC	REFL	1	0	1	ki	05019003	
paa.1	paa	1	V	father	18	1	0	paa	05033009|07006013|07011023	
Lakhish.1	Lakhish	1	PROP	?	18	1	0	Lakhish	06010003|06010005|06010023	
bawh.1	bawh	1	V	rub	9	1	0	bawh	06010019|09018010|16013025	
bawh.2	bawh	2	V	pluck	4	0	0	bawh	21003002|26013020|26017009	
bawh.3	bawh	3	V	spoil	2	0	0	bawh	09015019|19052005	
bawh.4	bawh	4	V	bow	1	0	0	bawh	18039003	
bawh.5	bawh	5	V	break	1	0	0	bawh	21004012	
bawh.6	bawh	6	V	cry	1	0	0	bawh	44007057	
shiloh.1	shiloh	1	UNK	?	18	1	0	shiloh	06018001|06018010|06019051	
joppa.1	joppa	1	UNK	Joppa	18	1	0	Joppa	06019046|14002016|15003007	
gihna.1	gihna	1	N	tremble	18	1	0	gihna	07008026|07016029|09017005	
heikik.1	heikik	1	FUNC	REFL	17	1	1	ki	09007003|11012026|11012027	
heikik.2	heikik	2	N	turn.back	1	0	0	heikik	11018037	
kup.1	kup	1	FUNC	REFL	16	1	1	ki	09020019|11012028|12009005	
kup.2	kup	2	N	cover	2	0	0	kup	14010006|14010008	
tawl.1	tawl	1	V	free	8	1	0	tawl	16009028|18003026|23040028	
tawl.2	tawl	2	V	rest	7	0	0	tawl	18011018|23014003|23063014	
tawl.3	tawl	3	FUNC	REFL	1	0	1	ki	10016014	
tawl.4	tawl	4	V	tongue	1	0	0	tawl	24009005	
tawl.5	tawl	5	V	tax	1	0	0	tawl	27011020	
khawk.1	khawk	1	UNK	hollow	11	1	0	khawk	16003004|16003011|16003019	
khawk.2	khawk	2	UNK	spirit	7	0	0	khawk	11007028|11007028|11007029	
Obadiah.1	Obadiah	1	PROP	?	18	1	0	Obadiah	11018003|11018004|11018005	
ramothgilead.1	ramothgilead	1	UNK	?	18	1	0	Ramothgilead|ramothgilead	11022003|11022004|11022006	
liamma.1	liamma	1	N	wound	18	1	0	liamma	11022035|18005018|23001005	
assiria.1	assiria	1	UNK	?	18	1	0	Assiria|assiria	12015029|12017006|12017021	
nebukhadnezzar.1	nebukhadnezzar	1	UNK	?	18	1	0	Nebukhadnezzar'	12025008|13006015|15005012	
dide.1	dide	1	N	lord	18	1	0	dide	19028001|19037007|19062001	
Sisaria.1	Sisaria	1	PROP	?	18	1	0	Sisaria	40016013|41008027|44008040	
Kush.1	Kush	1	PROP	?	17	1	0	Kush	01002013|01010006|01010008	
pungsak.1	pungsak	1	V	increase	17	1	0	pungsak	01009027|01017020|01026024	
abram.1	abram	1	UNK	?	17	1	0	Abram'	01011029|01011031|01012007	
Refaim.1	Refaim	1	PROP	?	17	1	0	Refaim	01014005|01015020|05002011	
tem.1	tem	1	UNK	short	10	1	0	tem	01022010|06005002|06005003	
tem.2	tem	2	UNK	prune	4	0	0	tem	23002004|23018005|29003010	
tem.3	tem	3	UNK	fire	3	0	0	tem	01022006|23007020|24036023	
ganhingte.1	ganhingte	1	UNK	animal	17	1	0	ganhingte'	01031039|01033014|02009004	
Teman.1	Teman	1	PROP	?	17	1	0	Teman	01036011|01036015|01036034	
ngeisa.1	ngeisa	1	V	desire	17	1	0	ngeisa	01041030|12017004|15003012	
Hezron.1	Hezron	1	PROP	?	17	1	0	Hezron	01046009|01046012|02006014	
Merari.1	Merari	1	PROP	?	17	1	0	Merari	01046011|02006016|04003017	
zatui.1	zatui	1	UNK	medicine	17	1	0	zatui	01050002|01050002|01050002	
pumpeeng.1	pumpeeng	1	N	whole	17	1	0	Pumpeeng|pumpeeng	02002003|11014015|12018021	
hupa.1	hupa	1	N	shield	17	1	0	hupa	02015002|10022002|10022047	
maw.1	maw	1	V	see	17	1	0	maw	02016003|04011004|07005030	
anpal.1	anpal	1	N	firstfruit	17	1	0	anpal	02023019|02034026|03002012	
palsat.1	palsat	1	N	transgress	10	1	0	palsat	03005015|03006002|05017002	
palsat.2	palsat	2	N	transgression	7	0	0	palsat	02023021|02034007|03016016	
li.1	li	1	V	four	11	1	0	li	02028020|02039013|30001003	
li.2	li	2	V	hide	3	0	0	li	18029008|33001016|44014014	
li.3	li	3	V	river	2	0	0	li	16006004|16006004	
li.4	li	4	V	separate	1	0	0	li	05022019	
sunglam.1	sunglam	1	V	inside.way	17	1	0	sunglam	02028026|02039019|03013055	
sungun.1	sungun	1	N	day	17	1	0	sungun	02034024|04015032|05004008	
gui.1	gui	1	V	cord	13	1	0	gui	03022004|12004039|18018019	
gui.2	gui	2	V	saddle	3	0	0	gui	10017023|18007015|40027005	
gui.3	gui	3	V	bone	1	0	0	gui	26037011	
gingkhia.1	gingkhia	1	N	inherit	17	1	0	gingkhia	03025009|04030002|04030012	
Eliab.1	Eliab	1	PROP	?	17	1	0	Eliab	04001009|04002002|04007024	
teem.1	teem	1	N	tent	16	1	0	teem	04024024|11022048|11022048	
teem.2	teem	2	N	swell	1	0	0	teem	04005027	
boksuk.1	boksuk	1	V	fall	17	1	0	boksuk	04014005|04016004|04016022	
eleazar.1	eleazar	1	UNK	?	17	1	0	Eleazar'	04025007|04025011|04027002	
lenkip.1	lenkip	1	N	every	17	1	0	lenkip	05004004|11008025|14001001	
guam.1	guam	1	N	valley	17	1	0	guam	05008007|05011011|12002016	
komau.1	komau	1	N	thus	17	1	0	Komau'|komau'	05009004|07007002|09017009	
kik.1	kik	1	V	ITER	9	1	0	kik	19030003|23061004|40016021	
kik.2	kik	2	V	return	5	0	0	kik	16009029|23030015|38001017	
kik.3	kik	3	V	again	3	0	0	kik	05033011|12024007|23014027	
mizpah.1	mizpah	1	UNK	?	17	1	0	mizpah	07010017|07011029|07011034	
dawibia.1	dawibia	1	UNK	heathen	17	1	0	dawibia	07014003|07015018|09014006	
ngia.1	ngia	1	UNK	field	9	1	0	ngia	07015005|19044017|19063010	
ngia.2	ngia	2	UNK	watch	8	0	0	ngia	07015004|07015004|16004003	
Naomi.1	Naomi	1	PROP	?	17	1	0	Naomi	08001002|08001008|08001011	
Abigail.1	Abigail	1	PROP	?	17	1	0	Abigail	09025003|09025014|09025018	
Jezebel.1	Jezebel	1	PROP	?	17	1	0	Jezebel	11016031|11018004|11018013	
asaf.1	asaf	1	UNK	?	17	1	0	Asaf'	12018018|12018037|13009015	
Asaf.1	Asaf	1	PROP	?	17	1	0	Asaf	13006039|13006039|13015017	
Maaseiah.1	Maaseiah	1	PROP	?	17	1	0	Maaseiah	13015018|13015020|14023001	
lokho.1	lokho	1	UNK	husbandman	9	1	0	lokho	23028024|38008012|38013005	
lokho.2	lokho	2	UNK	farmer	8	0	0	lokho	14026010|22008012|24014004	
haman.1	haman	1	UNK	?	17	1	0	Haman|Haman'	17003007|17003010|17003012	
phawkkha.1	phawkkha	1	V	remember	17	1	0	phawkkha	18001008|18018017|20009018	
sithei.1	sithei	1	V	be.possible	17	1	0	sithei	19022029|19049012|19049020	
thusit.1	thusit	1	V	condemn	17	1	0	thusit	19037033|19109006|40005022	
Kapernaum.1	Kapernaum	1	PROP	?	17	1	0	Kapernaum	40004013|40008005|40011023	
pheek.1	pheek	1	N	bed	17	1	0	pheek	40009002|40009006|41002004	
Lazaras.1	Lazaras	1	PROP	?	17	1	0	Lazaras	42016020|42016023|42016024	
pet.1	pet	1	V	sting	8	1	0	pet	05032024|18030017|19078045	
pet.2	pet	2	V	bone	3	0	0	pet	01002023|18032017|42001025	
pet.3	pet	3	V	pluck	2	0	0	pet	01008011|01049017	
pet.4	pet	4	V	find	1	0	0	pet	20007015	
pet.5	pet	5	V	block	1	0	0	pet	26023034	
pet.6	pet	6	FUNC	REFL	1	0	1	ki	48005015	
ngian.1	ngian	1	V	endure	13	1	0	ngian	12010019|18005013|18015005	
ngian.2	ngian	2	V	cunning	3	0	0	ngian	01003001|09023022|42016008	
gilpi.1	gilpi	1	N	cover	16	1	0	gilpi	01003014|02029013|02029022	
Adam.1	Adam	1	PROP	?	16	1	0	Adam	01004025|01005003|01005004	
gi.1	gi	1	N	marker	9	1	0	gi	01008021|04014027|05001034	
gi.2	gi	2	N	stomach	6	0	0	gi	01042012|04014033|23032007	
gi.3	gi	3	FUNC	REFL	1	0	1	ki	38009002	
vot.1	vot	1	V	vote	16	1	0	vot	01008022|01031040|07003020	
Kadesh.1	Kadesh	1	PROP	?	16	1	0	Kadesh	01016014|01020001|04013026	
ishmael.1	ishmael	1	UNK	?	16	1	0	Ishmael|Ishmael'	01017018|01025012|01025013	
hehpih.1	hehpih	1	V	angry	14	1	0	hehpih	01041019|02002006|18026002	
hehpih.2	hehpih	2	V	pity	2	0	0	hehpih	01018003|04032005	
naih.1	naih	1	UNK	near	16	1	0	naih	01018023|01033007|01033007	
Maakah.1	Maakah	1	PROP	?	16	1	0	Maakah	01022024|10010006|10023034	
phuhsa.1	phuhsa	1	N	planted	16	1	0	phuhsa	01028022|01031051|02015017	
siatsak.1	siatsak	1	V	destroy	15	1	0	siatsak	01031029|04016045|05008020	
siatsak.2	siatsak	2	FUNC	REFL	1	0	1	ki	45001029	
kipuak.1	kipuak	1	N	bethink	16	1	0	kipuak	01032018|02027007|03016010	
bethlehem.1	bethlehem	1	UNK	?	16	1	0	Bethlehem|bethlehem	01035019|01048007|07012010	
dom.1	dom	1	V	go	15	1	0	dom	01037028|02001016|07019028	
dom.2	dom	2	FUNC	REFL	1	0	1	ki	27007004	
ganno.1	ganno	1	UNK	lamb	16	1	0	ganno	01038020|01038023|02010026	
Gershon.1	Gershon	1	PROP	?	16	1	0	Gershon	01046011|02006016|04003017	
tuucingpa.1	tuucingpa	1	N	shepherd	16	1	0	Tuucingpa|Tuucingpa'|tuucingpa|tuucingpa'	01049024|19080001|22001008	
muat.1	muat	1	V	see.I.CONT	13	1	0	muat	01050002|01050026|23019006	
muat.2	muat	2	V	rot	3	0	0	muat	18018013|38014012|59005002	
khiam.1	khiam	1	V	narrow	12	1	0	khiam	02005008|02005019|02021010	
khiam.2	khiam	2	FUNC	REFL	2	0	1	ki	02005011|03027018	
khiam.3	khiam	3	V	reduce	2	0	0	khiam	12004024|19107039	
sawn.1	sawn	1	V	beat	5	1	0	sawn	02005014|04018026|15005003	
sawn.2	sawn	2	V	catch	5	0	0	sawn	12004027|14026020|42020012	
sawn.3	sawn	3	V	table	2	0	0	sawn	41011015|43002015	
sawn.4	sawn	4	V	push	1	0	0	sawn	19044005	
sawn.5	sawn	5	FUNC	REFL	1	0	1	ki	19118013	
sawn.6	sawn	6	V	enemy	1	0	0	sawn	24051046	
sawn.7	sawn	7	V	toward	1	0	0	sawn	42004029	
ve.1	ve	1	V	do	13	1	0	ve	02010010|10018011|11022015	
ve.2	ve	2	V	lack	3	0	0	ve	03005017|05005024|24042016	
dosak.1	dosak	1	N	fear	16	1	0	dosak	02014014|05001029|05003022	
than.1	than	1	UNK	charcoal	8	1	0	than	02016020|02016024|03011030	
than.2	than	2	UNK	worm	8	0	0	than	18017014|18024020|23014011	
seu.1	seu	1	N	ephah	16	1	0	seu	02016036|03019036|07006019	
pulh.1	pulh	1	V	fall	16	1	0	pulh	03013040|03013041|05028040	
vaan.1	vaan	1	UNK	heaven	16	1	0	vaan	04003008|04013002|04013016	
sual.1	sual	1	N	floor	12	1	0	Sual|sual	04005017|07003025|07006037	
sual.2	sual	2	N	turn	3	0	0	sual	07004018|07005010|26027024	
sual.3	sual	3	N	sin	1	0	0	sual	23021005	
Aroer.1	Aroer	1	PROP	?	16	1	0	Aroer	04032034|05002036|05003012	
zap.1	zap	1	N	flutter	5	1	0	zap	05032011|18039013|23010014	
zap.2	zap	2	N	winnow	4	0	0	zap	24004011|24051002|24051002	
zap.3	zap	3	N	swift	3	0	0	zap	10001023|23030016|23030016	
zap.4	zap	4	FUNC	REFL	3	0	1	ki	24006029|24006029|36002002	
zap.5	zap	5	N	pinch	1	0	0	zap	35003019	
gimpiak.1	gimpiak	1	N	afflict	16	1	0	Gimpiak|gimpiak	06022031|18031023|19088015	
daitakin.1	daitakin	1	N	quietly	16	1	0	Daitakin|daitakin	07016002|07018007|16008011	
Ahijah.1	Ahijah	1	PROP	?	16	1	0	Ahijah	09014003|09014018|11004003	
Mikhal.1	Mikhal	1	PROP	?	16	1	0	Mikhal	09014049|09018020|09018027	
laksak.1	laksak	1	FUNC	REFL	13	1	1	ki	10017008|20017012|20020016	
laksak.2	laksak	2	N	redeem	3	0	0	laksak	35002007|41003027|42006030	
Amasa.1	Amasa	1	PROP	?	16	1	0	Amasa	10017025|10017025|10019013	
golzaw.1	golzaw	1	N	arch	16	1	0	golzaw	11012010|18011009|26040007	
ahaziah.1	ahaziah	1	UNK	?	16	1	0	Ahaziah|Ahaziah'	12001018|12009023|12010013	
Mattaniah.1	Mattaniah	1	PROP	?	16	1	0	Mattaniah	12024017|13009015|13025004	
Nebuzaradan.1	Nebuzaradan	1	PROP	?	16	1	0	Nebuzaradan	12025008|12025011|12025020	
