# language_name:	Mro (Khimi)
# closest ISO 639-3:	cmr
# year_short:	scraped 2026
# year_long:	Not available
# title:	Mro (Khimi)
# URL:	https://www.bible.com/bible/2473
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
42007039	Jeishu gan kauq niwn Pharishei la tynygy niwn gan nu degan amlunq thunq me ta niwn la, “Khimi neq khuitan phoishma nala nuipuidi neq tne mei naniwn mny man de. Ama gan tydie niwn nuipuidi la ajie on de,” naha ta jo de.
42007040	Jeishu la, “Shimun! Ke nan gan haan man nahaw gan,” na by de. Shimun la, “Sy ja shma, nahaw ja,” na by de.
42007041	Jeishu la ama gan, “Khimi lonq ni de ale on de nagapan. Lonq de la tkaan lienbe baan de he ave lonq de la tkaan xui baan de.
42007042	Ama xini la ale poe by ha y de tkhoen ale Kanma la mxoe by dy. Neq xini me ape la ale kanma gan khie xiw de mei,” na by de.
42007043	Shimun la, “Ke thi niwn la, amdaw ale on niwn khimi la khie xiw de,” na by de. Jeishu la, “Nan haw niwn sy ja,” na by de.
42007044	Khiwn degan ama la nuipuidi phan me kahoiq hana Shimun gan, “Nuipuidi neq gan tkhoenq. Nan in me ke nathaw degan akhaw kashie than tui napoe y. Gadema nuipuidi neq la ke akhaw gan ama iwn mxuiq tui he namshie hana ama iwn ashan he name jo de.
42007045	Me ji arinon on he ke navy degan nan la namnan ha lan nady y de. Nuipuidi neq la ke thaw thoi niwn kon ke akhaw gan namnan niwn knau kau y de.
42007046	Nan la ke aluq gan shiqtui he naboe y de. Gadema nuipuidi neq la ke akhaw gan mnanqvin niwn atui he naboe dy de.
42007047	Dyde nan gan ke nahaw ne niwn la nuipuidi neq iwn ajie amdaw gan loe than mxoe de tkhoen ama la ke gan amdaw nakhie jo de. Kniqkhoeqmaq la khimi lonq de iwn ajie sxiw de mxoe la khimi tneq la Kniqkhoeqmaq gan sxiw man khie ga de,” na by de.
42007048	Tneq khiwn hana Jeishu la nuipuidi phan me kahoiq ha, “Nan iwn ajie ji gan namxoe dy,” na by de.
42007049	Khunq me knoenq ha on niwn khimi ji la, “Ajie ji gan ape mxoe ha de mei. Neq la ape mei,” naha ama ji ttoi kahaw u de.
42007050	Jeishu la, “Nanma iwn yn niwn tkhoen he Kniqkhoeqmaq la nan gan natxon dy de. Mduirui mduishaw lyiw gapan,” naha nuipuidi gan haw by de.
42008001	Texiwn on degan Jeishu la kun ji, van ji me lyiw hana Kniqkhoeqmaq iwn xandi sha niwn kthanq ghoi gan thuiq jo de. Ama he vaan de ama iwn tloe xale ni de ji ma kauruiq de.
42008002	Nuipuidi axy ji ma ama he vaan de xui poe de. Xui poe niwn nuipuidi axy niwn ji me anonanaq hoi niwn ji he anan mthoe niwn ji ma kauruiq de. Jeishu la Magadala naniwn Mari kon anan mie shri de mthoe by de.
42008003	Jeishu txuiq xui poe niwn nuipuidi ji la, Heiro xandi menan sha niwn ktoenkyn Khuza iwn nuipui Jawhenna, Shushenna he axy niwn nuipuidi ji la ama ji iwn tkaan he Jeishu he ama iwn atxuiq ji gan klonq by u jo de.
42008004	Kun haan de khiwn la haan de iwn khimikie ji la Jeishu me vy by u jo de. Khimikie tneq gan Jeishu la taumla he haw by de.
42008005	Ama haw by niwn taumla ji la, “Lauq sha niwn lonq de la ati hi de lyiw dy de. Tynygy hi degan axy niwn ati ji la lan menan kalie jo de. Lan menan kalie niwn ji gan khimi ji nien hana tva ji vy ha sa khja vi de.
42008006	Ave axy niwn ati ji la klena sxiw de niwn txunron me kalie jo de. Akun prau degan tna de he xy ha diw vi de. Nagy de mei nala tui dan ha y de tkhoen de.
42008007	Ave axy niwn ati ji la axinq kun ron menan kalie jo de. Axinq kun ji la akun ji he vaan de hoe ha tbu khju vi de.
42008008	Ave axy niwn ati ji la klena ghoi me kalie vi de. Tneq ji la prau hana akun hoe khiwn la ton de niwn saq la ton lienbe haan de kthe jo de. “Nan ji me the than knaqkhin on la kneq u ja,” naha Jeishu la taumla he thuiq by de.
42008009	Ama iwn atxuiq ji la ama gan diwnq by de. “Taumla neq iwn haw de ne niwn la tne mei,” na by de.
42008010	Jeishu la, “Nan ji la Kniqkhoeqmaq iwn Khoeq iwn mxaw ha khe niwn kthanq gan mnythoenq than Kniqkhoeqmaq napoe de. Gadema axy niwn khimi ji maq me taumla gan Ke haw de ne niwn la, nu gamaq katein y he, the gamaq kneqthoenq y he de,” na by de.
42008011	Jeishu la, “Taumla iwn haw de ne niwn neq la nygy de. Ati la Kniqkhoeqmaq iwn piemkun.
42008012	Lan menan kalie niwn ati la Kniqkhoeqmaq iwn piemkun gan the niwn khimi ji he de. Saten xuipui la ama ji the niwn ji gan amlunq thunq iwn la vi dy. Dyde ama ji la Kniqkhoeqmaq iwn piemkun gan yn y. Txon niwn ma dan y.
42008013	Txunron me kalie niwn ati la Kniqkhoeqmaq iwn piemkun gan the hana hoelihoelanq niwn amlunq he on niwn khimi he jo de. Gadema ama ji la hoibei yn y de. Ama ji la nere niwn katein degan Kniqkhoeqmaq iwn piemkun gan yn y dy de.
42008014	Axinq ron me kalie niwn ati la Kniqkhoeqmaq iwn piemkun gan the niwn ave axy niwn khimi ji he de. Texiwn degan moen niwn, khoeqra neq iwn kaurein niwn ji, hoelihoelanq niwn ji katein de tkhoen ama ji la Kniqkhoeqmaq iwn piemkun me on niwn he xinq y de.
42008015	Klena ghoi me kalie niwn ati ji la piemkun the ha hoi niwn he khiwshliw niwn amlunq hena yn niwn khimi he de. Ama ji la piemkun gan kneq hana xui ha athe kthe niwn khimi ji jo de,” na by de.
42008016	Khiwn degan Jeishu la, “Ape ma shimetky a'shau gan ton he khu y. Kdan tkui me ma khe y. Shimetky thynna me thyn hana koen niwn khimi ji nu pi than khe ga de.
42008017	“Tphun ha khe niwn ji gan khimi ji me xan by man de. Xuiqkie ha khe niwn ji gan ma khimi ji me mthon by man ga.
42008018	“Nan ji the niwn ji anienmrien kneq u! Piemkun kneqthoenq niwn ji gan py ha kneqthoenq than sha by man de. Piemkun kneqthoenq y niwn ji gan la kneqthoenq niwn ji gan mtienq kneqthoenq y than sha by man de,” na by de.
42008019	Jeishu ama menan anoi-oi he anaqpi ji vy by jo de. Gadema ama ji la khimikie ji amdaw thaan de tkhoen Jeishu he katein de dan y de.
42008020	Khimi lonq de la Jeishu gan, “Nan noi he nan naqpi ji nan he katein de ne de naha xanq me nason de,” na by de.
42008021	Tynygy na by degan Jeishu la, “Kniqkhoeqmaq piemkun gan the hana the niwn ji he xui niwn khimi la, ke noi-oi, ke naqpi ji jo de,” naha mkonq by de.
42008022	Niq de gan Jeishu la ama atxuiq ji gan, “Saw, tuili haan neq xieq me kaq u shi,” na by hana mlon janq de konq menan poe ha kaq de sha u jo de.
42008023	Mlon he kaq degan Jeishu la i hana on vi de. Taukhidan he lipui thaw hana mlon gan tuilein shbau by de. Mlon la tui koen ha mie nene sha hana xiqsana hoi vi de.
42008024	Atxuiq ji la Jeishu ama menan lyiw hana mthau ha haw by niwn la, “Kanma jy! Kanma jy! Me ji mie ga dy de,” naha haw by u jo de. Jeishu la thau hana lipui he tuilein gan ie jo de. Lipui he tuilein ma knau pjoe vi jo de. Tuili la tne ma sy y he on voe jo de.
42008025	Tynygy khiwn de he Jeishu la, “Nan ji nagy de ke gan nayn y niwn mei,” naha ama ji gan diwnq by de. Gadema ama ji la xiq niwn he m'an niwn hena lonq de gan lonq de kahaw u niwn la, “Neq ape he niwn khimi mei ne. Ama atxaw gan kli he tuilein ji la kneqvoe thaan bui,” naha haw u jo de.
42008026	Ama ji la Galilei tuili gan kaq hana tuili xieq menan on niwn Gerazin naniwn khoeq me lyiw u jo de.
42008027	Jeishu la mlon kon skrha ha kauniq me poe niwn hena kun tneq iwn anan koen niwn khimi lonq de la Jeishu me vy by de. Anan ji koen niwn khimi tneq la ienau thonnau on y klauq, in me ma on y, tpon me on niwn la ktiw amdaw on thaan dy de.
42008028	Ama la Jeishu gan nu degan xanq hana Jeishu akhawmkhun me tbaw ha, “Shanq xiw niwn Kniqkhoeqmaq iwn Spa Jeishu jy! Ke gan tne nasha de mei. Ke gan nakloe nanq jo,” naha haw by de.
42008029	Nagy de mei nala, Jeishu la anan gan khimi tneq kon thaw than haw by de. Anan la khimi tneq gan kshiwn niwn la xinq de sy y. Katieleina y thaan dy de. Akhaw he akoe gan shinxui he mkrhien ha son hana khe de. Gadema ama la shinxui gan tprie thaw khja vi de. Ama gan anan la khimi on y niwn me lyiw he de.
42008030	Jeishu la, “Nan amiq ape mei,” naha diwnq by de. Ama mkonq by niwn la, “Leigon” na by de. Nagy mei nala, “Leigon,” naniwn la anan amdaw on niwn gan kauq niwn jo de. Khimi tneq menan anan ji amdaw koen by jo de.
42008031	Jeishu gan anan ji la, “Ke ji gan kxau khoeq me natha nanq jo,” naha xinq de khaan y mke by de.
42008032	Tkoenq txeq me awruiq glein haan de la asau muiq ha on jo de. Anan ji la aw ji me koen than Jeishu me mke hana Jeishu la poe by de.
42008033	Dyde anan ji la khimi tneq kon thaw hana aw arui me koen by jo de. Tynygy degan aw ji la tkoenq kon tuili me shonq ha tui mie hana diw khja vi de.
42008034	Aw kakon ji la tynygy katein degan kauxui pjoe ha van khoeq ji me kthanq tneq thuiq by jo de.
42008035	Khimi ji la tne jo mei naha tkhoenq than vy u jo de. Ama ji la Jeishu me tiwn degan anan thaw vi niwn khimi gan katein by de. Ama la Jeishu khawtan me knoenq ha ienau kh'aw kana hana on jo de. Nu niwn ji la xiq by u jo de.
42008036	Anan koen niwn khimi tneq hoi vi niwn gan nu niwn ji la axy niwn khimi ji me kthanq tneq gan thuiq by jo de.
42008037	Khiwn la Gerazin khoeq txeq me on niwn khimi ji la Jeishu gan thaw ha lyiw vi than haw by de. Nagy de mei nala ama ji la amdaw xiq u jo de. Dyde Jeishu la mlon kasi hana tneq kon thaw ha lyiw vi jo de.
42008038	Anan thaw vi niwn khimi la Jeishu he xui poe than mke by de. Gadema Jeishu la kauq by y de.
42008039	Jeishu la, “In me vuiq ja. Nan gan Kniqkhoeqmaq la nasha niwn thuiq by,” naha txu by jo de. Khimi tneq la thaw hana Jeishu sha niwn kthanq gan kun me on niwn axylypi menan thuiq by de.
42008040	Jeishu vuiq degan khimikie ji la landy by u de. Ama ji la Jeishu gan lan tkhoenq ha son u jo de.
42008041	Jairu naniwn Kniqkhoeqmaq iwn in gan katkhoenq lonq de la Jeishu me vy by de. Ama la Jeishu iwn akhawmkhun me tbawphaan ha ama in me vy than mke by de.
42008042	Jairu me shni xale ni de on niwn ashnu lonq de xdyn on ga de. Ama iwn shnu la diw nene naq by de. Jeishu la Jairu he vaan de lyiw toen me khimikie la katy thithau ha thaan de.
42008043	Khimikie thunq me shni xale ni de athi xeq niwn nuipuidi lonq de kauruiq jo de. Ape he niwn kshi shma ma ama gan hoi than sha by thoenq y de.
42008044	Ama la Jeishu txuiq xui ha atxeq me tiwn than kathui jo de. Khiwn degan ama la Jeishu iwn kh'aw ashloi gan tydie jo de. Tynygy degan ama iwn athi xeq niwn la hoi pjoe by vi jo de.
42008045	Jeishu la, “Ke gan ape naty mei,” naha diwnq degan ape ma mkonq by y. Peitru la, “Kanma jy, khimi ji Nan gan natpanq kliw ha katy thithau thaan de,” naha mkonq by de.
42008046	Gadema Jeishu la, “Lonq man ke gan natydie dy. Ke iwn bohan he khimi lonq de la aghoi dan dy naniwn ke mny ja,” na by de.
42008047	Nuipuidi tneq la kaxaw ha on de dan y dy naniwn mny de tkhoen Jeishu khawmkhun me tbawphaan jo de. Khiwn la Jeishu gan nagy tkhoen tydie niwn mei naniwn he ama iwn anonanaq hoi pjoe vi dy naniwn gan khimi ji maq me thuiq by de.
42008048	Tynygy degan Jeishu la, “Shnu jy, nan la ke gan yn de tkhoen hoi dy de. Mduirui mduishaw lyiw gapan ja,” na by de.
42008049	Jeishu tynygy haw toen me Kniq-khoeqmaq iwn in gan tkhoenq ha niwn Jairu in iwn khimi lonq de tiwn by de. Khimi tneq la, “Nan shnu diw dy. Shma gan msha than mhoiq nanq pan ja,” naha thuiq by de.
42008050	Jeishu la pie tneq gan the degan Jairu gan, “Moen nanq, yn phe yn ga, ama pamra man ga” na by de.
42008051	Jairu in me tiwn degan Jeishu la Peitru, Jawhen, Jaku he nuipuidi pi iwn anoi-oi ape ji gan kauq ga de. Axy niwn ji ape gan ma xui he y.
42008052	Nuipuidi pi diw niwn me khimi ji la amlunqma ha xa u de. Jeishu la, “Xa u nanq. Ama la diw niwn sy y. I niwn ga,” na by de.
42008053	Khimi ji la nuipuidi pi diw niwn gan mny de tkhoen Jeishu haw niwn gan mnuiq by lau vi de.
42008054	Gadema Jeishu la nuipuidi pi iwn akoe gan kshiwn ha, “Aqma jy thau ja,” na by de.
42008055	Dyde nuipuidi pi iwn muiqxaq la koen beqtyn hana nuipuidi pi la thau dy jo de. Jeishu la anoi-oi ape ji gan msa than haw by de.
42008056	Nuipuidi pi iwn anoi-oi ape-e ji la m'an thaan jo de. Jeishu la ama ji gan kthanq neq ape me ma thuiq y than txu by de.
42009001	Jeishu la atxuiq xale ni de ji gan vaan de kauq hana anan axylypi ji gan mthoe de knaq than anonanaq ji gan hoi than bohan he aqna gan poe by de.
42009002	Khiwn la ama ji gan van ji me Kniqkhoeqmaq iwn Khoeq kthanq gan thuiq than he anonanaq ji gan hoi he than mxoe by de.
42009003	Jeishu la ama ji gan, “Nan ji khlonq lyiw degan tne ma mhenq u nanq. Soexoedi, tnaskaw, tkoe, tkaan he kh'aw apy ji mtien la mhenq u nanq.
42009004	Nan ji in haan de me koen ha khlonq namnau la kun tneq kon thaw ha lyiw de mtien man tneq me on u ja.
42009005	Kun haan de me nan ji gan khimi ji landy y la kun tneq kon thaw ha lyiw vi ja. Nanma ji akhaw me on niwn kledi gan katphawrauq vi ja. Tynygy sha niwn la Kniqkhoeqmaq la ama ji gan kdoe thaw niwn mny than jo de,” naha txu by de.
42009006	Dyde tloe ji la thaw ha van haan de khiwn la haan de me lyiw hana Kniqkhoeqmaq iwn kthanq ghoi haw u jo de. Khimi ji iwn anonanaq hoi he by jo de.
42009007	Galilei khoeq gan kamkaw xandi Heiro la kkrhau niwn kthanq axylypi gan the by jo degan ama la jauhoe m'an kiky thaan jo de. Khimi axy niwn ji la, “Batizen shma Jawhen la diw niwn kon xinq beqtyn dy de,” naha haw u jo de.
42009008	Axy niwn khimi ji la, “Eilijaq nathaw dy de,” naha haw u de. Axy niwn ji la, “Veshin iwn phoishma ji thunq iwn lonq de diw niwn kon xinq beqtyn ga de,” naha haw u de.
42009009	Gadema xandi Heiro la, “Ke na by ha Jawhen iwn aluq gan tbie xaan dy. Ave m'anna hoi niwn khimi lonq de kthanq ke the de. Khimi tneq la ape jo mei,” naha haw de. Dyde ama la Jeishu gan katein de ne de.
42009010	Tloe ji la kaku hana ama sha khiwn niwn axylypi ji gan Jeishu menan haw by u jo de. Jeishu la ama ji gan kauq ha Bezeida kun me mhenq by jo de.
42009011	Gadema khimikie ji la Jeishu he tloe ji name lyiw niwn mei naniwn mny hana ama ji la Jeishu txuiq xui u jo de. Jeishu la ama ji gan landy by hana Kniqkhoeqmaq iwn Khoeq kthanq thuiq by de. Anonanaq on niwn ji gan hoi than sha by jo de.
42009012	Kniq la diwn de sha dy de tkhoen atxuiq xale ni de la ama me lyiw ha ama ji la, “Khimikie neq gan mxoe gapan ja. Neq txeq me on niwn van ji me lyiw hana sana nina ji, i'na ji, on na ji, shoeq u jo shan. Nagy mei nala mtynq neq la khimi on y niwn mtynq de,” naha haw by de.
42009013	Gadema Jeishu la, “Nan ji la ama ji gan haan man haan man sa than poe by ja,” naha atxuiq ji gan mkonq by de. Ama ji la, “Ke ji me tkoe kei baan de he mui mie ni de on ga de. Khimikie neq axylypi avuiq sana ji xaanq than ke ji gan nalyiw he de ne by,” naha mkonq by de.
42009014	Tneq menan ktoen naqpadi shtun baan de on de. Jeishu la, “Khimi ji gan lonq xui baan de tauphy klena konq me knoenq he ja,” naha atxuiq ji gan haw by de.
42009015	Atxuiq ji ma ama haw he khimi ji gan knoenq he jo de.
42009016	Jeishu la tkoe kei baan de he mui mie ni de gan la hana khoeqshniq me katyn ha Kniqkhoeqmaq gan mthoeq khiwn la tkoe he mui gan khimi ji me xi than atxuiq ji gan poe by de.
42009017	Khimi axylypi ji la sa ha mna u jo de. Atxuiq ji la abanala ji gan kaw jo la ton xale ni de koipau dan by thaan de.
42009018	Jeishu ama mkrhe saxein mke hana on degan ama iwn txuiq ji la ama he vaan de on de. Tynygy degan Jeishu la, “Khimikie ji ke gan ape nahaw mei,” naha diwnq by de.
42009019	Ama ji la, “Axy niwn ji la, ‘Batizen shma Jawhen, axy niwn ji la Eilijaq, axy niwn khimi ji la jaukhoen iwn phoishma lonq de xinq beqtyn niwn, naha haw de,’” naha mkonq by jo de.
42009020	Gadema Jeishu la, “Nan ji la ke gan ape naha haw de mei,” naha atxuiq ji gan diwnq by de. Khiwn degan Peitru la, “Kniqkhoeq-maq iwn Meishija” naha mkonq by de.
42009021	Jeishu la, “Kthanq tneq ape gan ma haw by nanq,” naha ktiw krie by de.
42009022	Khiwn degan Jeishu la, “Ke Khimi Spa la neremsausau niwn amdaw khan ha man de. Judaq ktoenkyn ji, miema glein ji, pieriesa shma ji nakdiepha man de. Ke gan diw than nasha man de. Gadema diw khiwn gan niqva thunq de la xinq beqtyn man de,” naha haw by de.
42009023	Jeishu la axylypi ji gan, “Khimi lonq man ke txuiq naxui de ne jo de nala me avuiq ta ha y dy de. Mniqmniq neremsausau khan ha than kauxiw ha de. Tneq he niwn amlunq on la ke lithun naxui ha ja.
42009024	Khimi lonq de la me-e ashau gan txon de ne la ashau mlauq man de. Gadema ke dhan he ama ashau gan mlauq la tshautkhon ashau gan dan de.
42009025	Khimi lonq de la khoeqra neq me on niwn ji gan dan pi gamaq Kniqkhoeqmaq la ama gan tshautkhon ashau mlauq y la tne hoi de mei.
42009026	Khimi lonq de la ke he ke mtu niwn pieriesa gan k'ja de nala, Ke Khimi Spa la kema iwn mimoen shanq niwn, Pe-e Kniqkhoeqmaq iwn mimoen shanq niwn he sepin seryiw niwn thoeq ji iwn mimoen shanq niwn he navy degan ama ji gan k'ja man de.
42009027	Ke nahaw niwn kneq u. Ave neq me on niwn axy niwn ji diw ha y man degan Kniqkhoeqmaq iwn Khoeq gan nu ha de,” naha thuiq by de.
42009028	Niqva ja de khiwn degan Jeishu la Peitru, Jawhen, Jaku ji gan kauq ha saxein mke than tkoenq konq me poe u jo de.
42009029	Jeishu ama saxein mke toen me ama iwn amime la kvan ha ama iwn kh'aw ma mlunqpin ha sexin kkrhau jo de.
42009030	Taukhidan he atxuiq ji la Mawshei he Eilijaq xini la Jeishu he kahaw niwn gan nu by jo de.
42009031	Ama xini la mimoen he thaw ha Jeishu he kahaw u de. Ama ji la Jeishu diw than kthanq haw u de. Jeishu la Jeirushlen kun me diw ha Kniqkhoeqmaq iwn aliw khiwn than sha de.
42009032	Peitru he ama iwn aphau ji la i shli ha on jo de. Gadema ama ji ktheq degan Jeishu iwn mimoen gan nu jo de. Ama ji la Jeishu he vaan de khimi lonq ni de kdoe ha on niwn gan ma nu jo de.
42009033	Khimi tneq xini Jeishu kon lyiw vi degan Peitru la Jeishu gan, “Kanma jy, me ji neq me on than hoi vi de. Ke ji te mie thunq man sha gan. Nan than haan man, Mawshei than haan man, Eilijaq than haan man sha gan na by de,” naha jon toetoe ha haw by de.
42009034	Ama la haw ha on toen menan khoeqni la poesu ha dekoi he khu by jo de. Ama ji la khoeqni thunq me koen degan atxuiq ji la kahoen kdiedie xiqsa u jo de.
42009035	Tynygy degan khoeqni thunq iwn atxaw la, “Neq la Ke xieq niwn Spa de. Neq pie gan kneq u ja,” naniwn gan the u de.
42009036	Atxaw tneq gan haw khiwn degan Jeishu la ama mkrhe on niwn gan nu de. Atxuiq ji la ama ji nu niwn kthanq ji gan mkhawkie ha nu niwn ji gan ape me ma haw y klauq on u de.
42009037	Mhaan mniq menan Jeishu he ama iwn atxuiq lonq thunq de niwn ji la tkoenq konq kon skrha ha khimikie amdaw he katein de.
42009038	Khimikie thunq iwn khimi lonq de la, “Shma jy, ke spa gan tkhoenq ja. Ama la ke me lonq de xdyn niwn spa jo de.
42009039	Ama gan anan kshiwn hana taukhidan he xanqsloe thaan de. Anan la naqpi gan kahoen than sha ha akyq gan kta ha y than sha by de. Naqpi amkha kon msieqpaw ji thaw de. Anan la thaw y klauq naqpi gan mthi dy de.
42009040	Nan iwn atxuiq ji gan namthoe by ve ja naha mke gamaq ama ji la mthoe de knaq y,” naha haw by de.
42009041	Jeishu la, “Ave khaq gan on niwn nan ji la yn niwn on y de. Nan ji la a'shi ji ga de. Ke nan ji he vaan de najie man na-on poe ha de mei. Najie man amlunqshau ha de mei. Neq me nan spa gan namhen ja” na by de.
42009042	Naudie la ama menan vy by dy. Tynygy degan anan la naqpi gan Kahoen than sha ha akyq gan kta ha y than sha by de. Gadema Jeishu la anan tneq gan thaw vi than mthoe by de. Naqpi gan hoi than sha khiwn la ape-e me au by de.
42009043	Khimi axylypi ji la Kniqkhoeqmaq iwn shanq niwn bohan gan nu de tkhoen m'an u de. Jeishu iwn sha niwn gan khimi ji la m'an ha on toen me atxuiq ji gan pie haw by de.
42009044	Jeishu ama iwn atxuiq ji gan, “Ke nahaw niwn kneq u. Ke Khimi Spa gan khimi ji koe me na-au man de,” na by de.
42009045	Gadema ama ji la ama ji iwn pie haw niwn kneq u y de. Tneq gan mxaw vi de tkhoen ama ji la kneqthoenq y de. Ama ji la xiqsa lau vi hana diwnq vanq y de.
42009046	Atxuiq ji la ama ji thunq menan ape la hoe xiw mei naniwn kahaw u de.
42009047	Jeishu la ama ji ta niwn mny hana naudie lonq de gan kauq ha ama txeq me kdoe he de.
42009048	Khiwn la, “Khimi lonq de ke gan koeban ha naudie lonq de gan koeban de nala, ke gan koeban niwn he de. Ke gan koeban niwn khimi la ke gan natoeq niwn Kanma gan koeban niwn de. Dyde nan ji thunq me ashin xiw niwn la Kniqkhoeqmaq maq me aglein xiw kkrhau de,” na by de.
42009049	Jawhen la, “Kanma jy, nan amiq he anan ji gan mthoe niwn khimi lonq de ke ji nu de. Ama la ke ji he vaan de sy y de tkhoen sha nanq ja naha mkhanq by jo de,” naha na by de.
42009050	Jeishu la, “Ama gan mkhanq by nanq. Nan ji gan na-ieq y de tkhoen nan ji he vaan de ga de,” naha haw by de.
42009051	Jeishu la khoeqshniq menan vuiq than nidei degan ama la Jeirushlen kun me lyiw de ne hana kahoiq y klauq lyiw jo de.
42009052	Ama maq me ama iwn tloe ji gan mxoe maq jo de. Tneq ji la Shamari van haan de me knau than sha ha khe by jo de.
42009053	Gadema tneq me on niwn khimi ji la Jeishu Jeirushlen kun me lyiw de ne de tkhoen ama gan landy y de.
